"","Site","Station","Parametre"
"2273","Bassin Ville au Blanc","VaB sortie / VaB_04","Cd"
"2274","Bassin Ville au Blanc","VaB sortie / VaB_04","Ca"
"2275","Bassin Ville au Blanc","VaB sortie / VaB_04","Ba"
"2276","Bassin Ville au Blanc","VaB sortie / VaB_04","As"
"2277","Bassin Ville au Blanc","VaB sortie / VaB_04","Al"
"2278","Bassin Ville au Blanc","VaB sortie / VaB_04","Pt_f0.45um"
"2279","Bassin Ville au Blanc","VaB sortie / VaB_04","Zn_f0.45um"
"2280","Bassin Ville au Blanc","VaB sortie / VaB_04","V_f0.45um"
"2281","Bassin Ville au Blanc","VaB sortie / VaB_04","Ti_f0.45um"
"2282","Bassin Ville au Blanc","VaB sortie / VaB_04","Sr_f0.45um"
"2283","Bassin Ville au Blanc","VaB sortie / VaB_04","Pb_f0.45um"
"2284","Bassin Ville au Blanc","VaB sortie / VaB_04","P_f0.45um"
"2285","Bassin Ville au Blanc","VaB sortie / VaB_04","Ni_f0.45um"
"2286","Bassin Ville au Blanc","VaB sortie / VaB_04","Na_f0.45um"
"2287","Bassin Ville au Blanc","VaB sortie / VaB_04","Mo_f0.45um"
"2288","Bassin Ville au Blanc","VaB sortie / VaB_04","Mn_f0.45um"
"2289","Bassin Ville au Blanc","VaB sortie / VaB_04","Mg_f0.45um"
"2290","Bassin Ville au Blanc","VaB sortie / VaB_04","K_f0.45um"
"2291","Bassin Ville au Blanc","VaB sortie / VaB_04","Fe_f0.45um"
"2292","Bassin Ville au Blanc","VaB sortie / VaB_04","Cu_f0.45um"
"2293","Bassin Ville au Blanc","VaB sortie / VaB_04","Cr_f0.45um"
"2294","Bassin Ville au Blanc","VaB sortie / VaB_04","Co_f0.45um"
"2295","Bassin Ville au Blanc","VaB sortie / VaB_04","Cd_f0.45um"
"2296","Bassin Ville au Blanc","VaB sortie / VaB_04","Ca_f0.45um"
"2297","Bassin Ville au Blanc","VaB sortie / VaB_04","Ba_f0.45um"
"2298","Bassin Ville au Blanc","VaB sortie / VaB_04","As_f0.45um"
"2299","Bassin Ville au Blanc","VaB sortie / VaB_04","Al_f0.45um"
"2300","Bassin Ville au Blanc","VaB entree / VaB_03","Pt"
"2301","Bassin Ville au Blanc","VaB entree / VaB_03","Zn"
"2302","Bassin Ville au Blanc","VaB entree / VaB_03","V"
"2303","Bassin Ville au Blanc","VaB entree / VaB_03","Ti"
"2304","Bassin Ville au Blanc","VaB entree / VaB_03","Sr"
"2305","Bassin Ville au Blanc","VaB entree / VaB_03","Pb"
"2306","Bassin Ville au Blanc","VaB entree / VaB_03","Phosphore total"
"2307","Bassin Ville au Blanc","VaB entree / VaB_03","Ni"
"2308","Bassin Ville au Blanc","VaB entree / VaB_03","Na"
"2309","Bassin Ville au Blanc","VaB entree / VaB_03","Mo"
"2310","Bassin Ville au Blanc","VaB entree / VaB_03","Mn"
"2311","Bassin Ville au Blanc","VaB entree / VaB_03","Mg"
"2312","Bassin Ville au Blanc","VaB entree / VaB_03","K"
"2313","Bassin Ville au Blanc","VaB entree / VaB_03","Fe"
"2314","Bassin Ville au Blanc","VaB entree / VaB_03","Cu"
"2315","Bassin Ville au Blanc","VaB entree / VaB_03","Cr"
"2316","Bassin Ville au Blanc","VaB entree / VaB_03","Co"
"2317","Bassin Ville au Blanc","VaB entree / VaB_03","Cd"
"2318","Bassin Ville au Blanc","VaB entree / VaB_03","Ca"
"2319","Bassin Ville au Blanc","VaB entree / VaB_03","Ba"
"2320","Bassin Ville au Blanc","VaB entree / VaB_03","As"
"2321","Bassin Ville au Blanc","VaB entree / VaB_03","Al"
"2322","Bassin Ville au Blanc","VaB entree / VaB_03","Pt_f0.45um"
"2323","Bassin Ville au Blanc","VaB entree / VaB_03","Zn_f0.45um"
"2324","Bassin Ville au Blanc","VaB entree / VaB_03","V_f0.45um"
"2325","Bassin Ville au Blanc","VaB entree / VaB_03","Ti_f0.45um"
"2326","Bassin Ville au Blanc","VaB entree / VaB_03","Sr_f0.45um"
"2327","Bassin Ville au Blanc","VaB entree / VaB_03","Pb_f0.45um"
"2328","Bassin Ville au Blanc","VaB entree / VaB_03","P_f0.45um"
"2329","Bassin Ville au Blanc","VaB entree / VaB_03","Ni_f0.45um"
"2330","Bassin Ville au Blanc","VaB entree / VaB_03","Na_f0.45um"
"2331","Bassin Ville au Blanc","VaB entree / VaB_03","Mo_f0.45um"
"2332","Bassin Ville au Blanc","VaB entree / VaB_03","Mn_f0.45um"
"2333","Bassin Ville au Blanc","VaB entree / VaB_03","Mg_f0.45um"
"2334","Bassin Ville au Blanc","VaB entree / VaB_03","K_f0.45um"
"2335","Bassin Ville au Blanc","VaB entree / VaB_03","Fe_f0.45um"
"2336","Bassin Ville au Blanc","VaB entree / VaB_03","Cu_f0.45um"
"2337","Bassin Ville au Blanc","VaB entree / VaB_03","Cr_f0.45um"
"2338","Bassin Ville au Blanc","VaB entree / VaB_03","Co_f0.45um"
"2339","Bassin Ville au Blanc","VaB entree / VaB_03","Cd_f0.45um"
"2340","Bassin Ville au Blanc","VaB entree / VaB_03","Ca_f0.45um"
"2341","Bassin Ville au Blanc","VaB entree / VaB_03","Ba_f0.45um"
"2342","Bassin Ville au Blanc","VaB entree / VaB_03","As_f0.45um"
"2343","Bassin Ville au Blanc","VaB entree / VaB_03","Al_f0.45um"
"2344","Bassin Ville au Blanc","VaB sortie / VaB_04","Pt"
"2345","Agglomération Nantaise","Jardin Chaupières / JARD_CHAU","As_sol"
"2346","Agglomération Nantaise","Jardin Chaupières / JARD_CHAU","Ca_sol"
"2347","Agglomération Nantaise","Jardin Chaupières / JARD_CHAU","Cd_sol"
"2348","Agglomération Nantaise","Jardin Chaupières / JARD_CHAU","Co_sol"
"2349","Agglomération Nantaise","Jardin Chaupières / JARD_CHAU","Cr_sol"
"2350","Agglomération Nantaise","Jardin Chaupières / JARD_CHAU","Cu_sol"
"2351","Agglomération Nantaise","Jardin Chaupières / JARD_CHAU","Fe_sol"
"2352","Agglomération Nantaise","Jardin Chaupières / JARD_CHAU","K_sol"
"2353","Agglomération Nantaise","Jardin Chaupières / JARD_CHAU","Mg_sol"
"2354","Agglomération Nantaise","Jardin Chaupières / JARD_CHAU","Mn_sol"
"2355","Agglomération Nantaise","Jardin Chaupières / JARD_CHAU","Na_sol"
"2356","Agglomération Nantaise","Jardin Chaupières / JARD_CHAU","Ni_sol"
"2357","Agglomération Nantaise","Jardin Chaupières / JARD_CHAU","Pb_sol"
"2358","Agglomération Nantaise","Jardin Chaupières / JARD_CHAU","V_sol"
"2359","Agglomération Nantaise","Jardin Chaupières / JARD_CHAU","Zn_sol"
"2360","Agglomération Nantaise","Jardin Chaupières / JARD_CHAU","Al_sol"
"2361","Prairie de Mauves","Puits 2 / PDM_0017","Hg_f0.45um"
"2362","Prairie de Mauves","PZ7 / PDM_0007","MES"
"2363","Prairie de Mauves","PZ7 / PDM_0007","Hg_f0.45um"
"2364","Prairie de Mauves","PZ5 / PDM_0005","Hg_f0.45um"
"2365","Prairie de Mauves","PZ11 / PDM_0080","Hg_f0.45um"
"2366","Prairie de Mauves","PZ11 / PDM_0080","Hg"
"2367","Prairie de Mauves","PZ11 / PDM_0080","MES"
"2368","Prairie de Mauves","Puits 2 / PDM_0017","MES"
"2369","Prairie de Mauves","PZ9bis / PDM_0009","Hg"
"2370","Prairie de Mauves","PZ9bis / PDM_0009","MES"
"2371","Prairie de Mauves","PZ9bis / PDM_0009","Hg_f0.45um"
"2372","Prairie de Mauves","Puits 2 / PDM_0017","Hg"
"2373","Prairie de Mauves","PZ9bis / PDM_0009","O2_insitu"
"2374","Prairie de Mauves","PZ9bis / PDM_0009","Eh_corr_insitu"
"2375","Autres sites LEE","Parcelle de Vallet / Autre_LEE_02","As_sol"
"2376","Autres sites LEE","Parcelle de Vallet / Autre_LEE_02","Ba_sol"
"2377","Autres sites LEE","Parcelle de Vallet / Autre_LEE_02","Ca_sol"
"2378","Autres sites LEE","Parcelle de Vallet / Autre_LEE_02","Cd_sol"
"2379","Autres sites LEE","Parcelle de Vallet / Autre_LEE_02","Co_sol"
"2380","Autres sites LEE","Parcelle de Vallet / Autre_LEE_02","Cr_sol"
"2381","Autres sites LEE","Parcelle de Vallet / Autre_LEE_02","Cu_sol"
"2382","Autres sites LEE","Parcelle de Vallet / Autre_LEE_02","Fe_sol"
"2383","Autres sites LEE","Parcelle de Vallet / Autre_LEE_02","K_sol"
"2384","Autres sites LEE","Parcelle de Vallet / Autre_LEE_02","Mg_sol"
"2385","Autres sites LEE","Parcelle de Vallet / Autre_LEE_02","Mn_sol"
"2386","Autres sites LEE","Parcelle de Vallet / Autre_LEE_02","Mo_sol"
"2387","Autres sites LEE","Parcelle de Vallet / Autre_LEE_02","Na_sol"
"2388","Autres sites LEE","Parcelle de Vallet / Autre_LEE_02","Ni_sol"
"2389","Autres sites LEE","Parcelle de Vallet / Autre_LEE_02","P_sol"
"2390","Autres sites LEE","Parcelle de Vallet / Autre_LEE_02","Pb_sol"
"2391","Autres sites LEE","Parcelle de Vallet / Autre_LEE_02","Sr_sol"
"2392","Autres sites LEE","Parcelle de Vallet / Autre_LEE_02","Ti_sol"
"2393","Autres sites LEE","Parcelle de Vallet / Autre_LEE_02","V_sol"
"2394","Autres sites LEE","Parcelle de Vallet / Autre_LEE_02","Zn_sol"
"2395","Prairie de Mauves","Puits 6 / PDM_0021","Carbone organique total"
"2396","Prairie de Mauves","Puits 6 / PDM_0021","Si"
"2397","Prairie de Mauves","Puits 6 / PDM_0021","Zn"
"2398","Prairie de Mauves","Puits 6 / PDM_0021","V"
"2399","Prairie de Mauves","Puits 6 / PDM_0021","Ti"
"2400","Prairie de Mauves","Puits 6 / PDM_0021","Sr"
"2401","Prairie de Mauves","Puits 6 / PDM_0021","Se"
"2402","Prairie de Mauves","Puits 6 / PDM_0021","Sb"
"2403","Prairie de Mauves","Puits 6 / PDM_0021","Pb"
"2404","Prairie de Mauves","Puits 6 / PDM_0021","Phosphore total"
"2405","Prairie de Mauves","Puits 6 / PDM_0021","Ni"
"2406","Prairie de Mauves","Puits 6 / PDM_0021","Na"
"2407","Prairie de Mauves","Puits 6 / PDM_0021","Mo"
"2408","Prairie de Mauves","Puits 6 / PDM_0021","Mn"
"2409","Prairie de Mauves","Puits 6 / PDM_0021","Mg"
"2410","Prairie de Mauves","Puits 6 / PDM_0021","K"
"2411","Prairie de Mauves","Puits 6 / PDM_0021","Fe"
"2412","Prairie de Mauves","Puits 6 / PDM_0021","Cu"
"2413","Prairie de Mauves","Puits 6 / PDM_0021","Cr"
"2414","Prairie de Mauves","Puits 6 / PDM_0021","Co"
"2415","Prairie de Mauves","Puits 6 / PDM_0021","Cd"
"2416","Prairie de Mauves","Puits 6 / PDM_0021","Ca"
"2417","Prairie de Mauves","Puits 6 / PDM_0021","Ba"
"2418","Prairie de Mauves","Puits 6 / PDM_0021","B"
"2419","Prairie de Mauves","Puits 6 / PDM_0021","As"
"2420","Prairie de Mauves","Puits 6 / PDM_0021","Al"
"2421","Prairie de Mauves","Puits 6 / PDM_0021","Carbone organique dissous"
"2422","Prairie de Mauves","Puits 6 / PDM_0021","Al_f0.45um"
"2423","Prairie de Mauves","Puits 6 / PDM_0021","Zn_f0.45um"
"2424","Prairie de Mauves","Puits 6 / PDM_0021","V_f0.45um"
"2425","Prairie de Mauves","Puits 6 / PDM_0021","Ti_f0.45um"
"2426","Prairie de Mauves","Puits 6 / PDM_0021","Sr_f0.45um"
"2427","Prairie de Mauves","Puits 6 / PDM_0021","Se_f0.45um"
"2428","Prairie de Mauves","Puits 6 / PDM_0021","Sb_f0.45um"
"2429","Prairie de Mauves","Puits 6 / PDM_0021","Pb_f0.45um"
"2430","Prairie de Mauves","Puits 6 / PDM_0021","P_f0.45um"
"2431","Prairie de Mauves","Puits 6 / PDM_0021","Ni_f0.45um"
"2432","Prairie de Mauves","Puits 6 / PDM_0021","Na_f0.45um"
"2433","Prairie de Mauves","Puits 6 / PDM_0021","Mo_f0.45um"
"2434","Prairie de Mauves","Puits 6 / PDM_0021","Mn_f0.45um"
"2435","Prairie de Mauves","Puits 6 / PDM_0021","Mg_f0.45um"
"2436","Prairie de Mauves","Puits 6 / PDM_0021","K_f0.45um"
"2437","Prairie de Mauves","Puits 6 / PDM_0021","Fe_f0.45um"
"2438","Prairie de Mauves","Puits 6 / PDM_0021","Cu_f0.45um"
"2439","Prairie de Mauves","Puits 6 / PDM_0021","Cr_f0.45um"
"2440","Prairie de Mauves","Puits 6 / PDM_0021","Co_f0.45um"
"2441","Prairie de Mauves","Puits 6 / PDM_0021","Cd_f0.45um"
"2442","Prairie de Mauves","Puits 6 / PDM_0021","Ca_f0.45um"
"2443","Prairie de Mauves","Puits 6 / PDM_0021","Ba_f0.45um"
"2444","Prairie de Mauves","Puits 6 / PDM_0021","B_f0.45um"
"2445","Prairie de Mauves","Puits 6 / PDM_0021","As_f0.45um"
"2446","Prairie de Mauves","PZ9bis / PDM_0009","Carbone organique total"
"2447","Prairie de Mauves","PZ9bis / PDM_0009","Si"
"2448","Prairie de Mauves","PZ9bis / PDM_0009","Ti"
"2449","Prairie de Mauves","PZ9bis / PDM_0009","Sr"
"2450","Prairie de Mauves","PZ9bis / PDM_0009","Sb"
"2451","Prairie de Mauves","PZ9bis / PDM_0009","Mo"
"2452","Prairie de Mauves","PZ9bis / PDM_0009","Carbone organique dissous"
"2453","Prairie de Mauves","PZ9bis / PDM_0009","Ti_f0.45um"
"2454","Prairie de Mauves","PZ9bis / PDM_0009","Sr_f0.45um"
"2455","Prairie de Mauves","PZ9bis / PDM_0009","Sb_f0.45um"
"2456","Prairie de Mauves","Puits 6 / PDM_0021","MES"
"2457","Prairie de Mauves","PZ9bis / PDM_0009","Mo_f0.45um"
"2458","Prairie de Mauves","PZ5 Long / PDM_0086","EC_25C_labo"
"2459","Prairie de Mauves","PZ5 Long / PDM_0086","pH_labo"
"2460","Prairie de Mauves","PZ5 Long / PDM_0086","Carbone organique total"
"2461","Prairie de Mauves","PZ5 Long / PDM_0086","MES"
"2462","Prairie de Mauves","PZ5 Long / PDM_0086","Si"
"2463","Prairie de Mauves","PZ5 Long / PDM_0086","Zn"
"2464","Prairie de Mauves","PZ5 Long / PDM_0086","V"
"2465","Prairie de Mauves","PZ5 Long / PDM_0086","Ti"
"2466","Prairie de Mauves","PZ5 Long / PDM_0086","Sr"
"2467","Prairie de Mauves","PZ5 Long / PDM_0086","Se"
"2468","Prairie de Mauves","PZ5 Long / PDM_0086","Sb"
"2469","Prairie de Mauves","PZ5 Long / PDM_0086","Pb"
"2470","Prairie de Mauves","PZ5 Long / PDM_0086","Phosphore total"
"2471","Prairie de Mauves","PZ5 Long / PDM_0086","Ni"
"2472","Prairie de Mauves","PZ5 Long / PDM_0086","Na"
"2473","Prairie de Mauves","PZ5 Long / PDM_0086","Mo"
"2474","Prairie de Mauves","PZ5 Long / PDM_0086","Mn"
"2475","Prairie de Mauves","PZ5 Long / PDM_0086","Mg"
"2476","Prairie de Mauves","PZ5 Long / PDM_0086","K"
"2477","Prairie de Mauves","PZ5 Long / PDM_0086","Fe"
"2478","Prairie de Mauves","PZ5 Long / PDM_0086","Cu"
"2479","Prairie de Mauves","PZ7 / PDM_0007","Sr"
"2480","Prairie de Mauves","PZ7 / PDM_0007","Sb"
"2481","Prairie de Mauves","PZ7 / PDM_0007","Li"
"2482","Prairie de Mauves","PZ7 / PDM_0007","Ti"
"2483","Prairie de Mauves","PZ7 / PDM_0007","Carbone organique total"
"2484","Prairie de Mauves","PZ7 / PDM_0007","Carbone organique dissous"
"2485","Prairie de Mauves","PZ7 / PDM_0007","pH_labo"
"2486","Prairie de Mauves","PZ11 / PDM_0080","Al"
"2487","Prairie de Mauves","PZ11 / PDM_0080","Al_f0.45um"
"2488","Prairie de Mauves","PZ11 / PDM_0080","As"
"2489","Prairie de Mauves","PZ7 / PDM_0007","Si"
"2490","Prairie de Mauves","PZ5 Long / PDM_0086","Cr"
"2491","Prairie de Mauves","PZ5 Long / PDM_0086","Co"
"2492","Prairie de Mauves","PZ5 Long / PDM_0086","Cd"
"2493","Prairie de Mauves","PZ5 Long / PDM_0086","Ca"
"2494","Prairie de Mauves","PZ5 Long / PDM_0086","Ba"
"2495","Prairie de Mauves","PZ5 Long / PDM_0086","B"
"2496","Prairie de Mauves","PZ5 Long / PDM_0086","As"
"2497","Prairie de Mauves","PZ5 Long / PDM_0086","Al"
"2498","Prairie de Mauves","PZ5 Long / PDM_0086","Carbone organique dissous"
"2499","Prairie de Mauves","PZ5 Long / PDM_0086","Zn_f0.45um"
"2500","Prairie de Mauves","PZ5 Long / PDM_0086","V_f0.45um"
"2501","Prairie de Mauves","PZ5 Long / PDM_0086","Ti_f0.45um"
"2502","Prairie de Mauves","PZ5 Long / PDM_0086","Sr_f0.45um"
"2503","Prairie de Mauves","PZ5 Long / PDM_0086","Se_f0.45um"
"2504","Prairie de Mauves","PZ5 Long / PDM_0086","Sb_f0.45um"
"2505","Prairie de Mauves","PZ5 Long / PDM_0086","Pb_f0.45um"
"2506","Prairie de Mauves","PZ5 Long / PDM_0086","P_f0.45um"
"2507","Prairie de Mauves","PZ5 Long / PDM_0086","Ni_f0.45um"
"2508","Prairie de Mauves","PZ5 Long / PDM_0086","Na_f0.45um"
"2509","Prairie de Mauves","PZ5 Long / PDM_0086","Mo_f0.45um"
"2510","Prairie de Mauves","PZ5 Long / PDM_0086","Mn_f0.45um"
"2511","Prairie de Mauves","PZ5 Long / PDM_0086","Mg_f0.45um"
"2512","Prairie de Mauves","PZ5 Long / PDM_0086","K_f0.45um"
"2513","Prairie de Mauves","PZ5 Long / PDM_0086","Fe_f0.45um"
"2514","Prairie de Mauves","PZ5 Long / PDM_0086","Cu_f0.45um"
"2515","Prairie de Mauves","PZ5 Long / PDM_0086","Cr_f0.45um"
"2516","Prairie de Mauves","PZ5 Long / PDM_0086","Co_f0.45um"
"2517","Prairie de Mauves","PZ5 Long / PDM_0086","Cd_f0.45um"
"2518","Prairie de Mauves","PZ5 Long / PDM_0086","Ca_f0.45um"
"2519","Prairie de Mauves","PZ5 Long / PDM_0086","Ba_f0.45um"
"2520","Prairie de Mauves","PZ5 Long / PDM_0086","B_f0.45um"
"2521","Prairie de Mauves","PZ5 Long / PDM_0086","As_f0.45um"
"2522","Prairie de Mauves","PZ5 Long / PDM_0086","Al_f0.45um"
"2523","Prairie de Mauves","PZ16 / PDM_0088","EC_25C_labo"
"2524","Prairie de Mauves","PZ16 / PDM_0088","MES"
"2525","Prairie de Mauves","PZ16 / PDM_0088","Carbone organique total"
"2526","Prairie de Mauves","PZ16 / PDM_0088","pH_labo"
"2527","Prairie de Mauves","PZ16 / PDM_0088","Al"
"2528","Prairie de Mauves","PZ16 / PDM_0088","As"
"2529","Prairie de Mauves","PZ16 / PDM_0088","B"
"2530","Prairie de Mauves","PZ16 / PDM_0088","Ba"
"2531","Prairie de Mauves","PZ16 / PDM_0088","Ca"
"2532","Prairie de Mauves","PZ16 / PDM_0088","Cd"
"2533","Prairie de Mauves","PZ16 / PDM_0088","Co"
"2534","Prairie de Mauves","PZ16 / PDM_0088","Cr"
"2535","Prairie de Mauves","PZ16 / PDM_0088","Cu"
"2536","Autres sites LEE","Parcelle de Vallet / Autre_LEE_02","Al_sol"
"2537","Prairie de Mauves","PZ4 / PDM_0004","Mn_F0.45um"
"2538","Prairie de Mauves","PZ4 / PDM_0004","Mg_F0.45um"
"2539","Prairie de Mauves","PZ4 / PDM_0004","Li_F0.45um"
"2540","Prairie de Mauves","PZ4 / PDM_0004","K_F0.45um"
"2541","Prairie de Mauves","PZ4 / PDM_0004","Fe_F0.45um"
"2542","Prairie de Mauves","PZ4 / PDM_0004","Cu_F0.45um"
"2543","Prairie de Mauves","PZ4 / PDM_0004","Cr_F0.45um"
"2544","Prairie de Mauves","PZ4 / PDM_0004","Co_F0.45um"
"2545","Prairie de Mauves","PZ4 / PDM_0004","Cd_F0.45um"
"2546","Prairie de Mauves","PZ4 / PDM_0004","Ca_F0.45um"
"2547","Prairie de Mauves","PZ4 / PDM_0004","Bi_F0.45um"
"2548","Prairie de Mauves","PZ4 / PDM_0004","Be_F0.45um"
"2549","Prairie de Mauves","PZ4 / PDM_0004","Ba_F0.45um"
"2550","Prairie de Mauves","PZ4 / PDM_0004","B_F0.45um"
"2551","Prairie de Mauves","PZ4 / PDM_0004","Al_F0.45um"
"2552","Prairie de Mauves","PZ4 / PDM_0004","Zn_F8um"
"2553","Prairie de Mauves","PZ4 / PDM_0004","V_F8um"
"2554","Prairie de Mauves","PZ4 / PDM_0004","Tl_F8um"
"2555","Prairie de Mauves","PZ4 / PDM_0004","Ti_F8um"
"2556","Prairie de Mauves","PZ4 / PDM_0004","Sr_F8um"
"2557","Prairie de Mauves","PZ4 / PDM_0004","Se_F8um"
"2558","Prairie de Mauves","PZ4 / PDM_0004","Sb_F8um"
"2559","Prairie de Mauves","PZ4 / PDM_0004","Pb_F8um"
"2560","Prairie de Mauves","PZ4 / PDM_0004","P_F8um"
"2561","Prairie de Mauves","PZ4 / PDM_0004","Ni_F8um"
"2562","Prairie de Mauves","PZ4 / PDM_0004","Na_F8um"
"2563","Prairie de Mauves","PZ4 / PDM_0004","Mo_F8um"
"2564","Prairie de Mauves","PZ4 / PDM_0004","Mn_F8um"
"2565","Prairie de Mauves","PZ4 / PDM_0004","Mg_F8um"
"2566","Prairie de Mauves","PZ4 / PDM_0004","Li_F8um"
"2567","Prairie de Mauves","PZ4 / PDM_0004","K_F8um"
"2568","Prairie de Mauves","PZ4 / PDM_0004","Fe_F8um"
"2569","Prairie de Mauves","PZ4 / PDM_0004","Cr_F8um"
"2570","Prairie de Mauves","PZ4 / PDM_0004","Co_F8um"
"2571","Prairie de Mauves","PZ4 / PDM_0004","Cd_F8um"
"2572","Prairie de Mauves","PZ4 / PDM_0004","Ca_F8um"
"2573","Prairie de Mauves","PZ4 / PDM_0004","Bi_F8um"
"2574","Prairie de Mauves","PZ4 / PDM_0004","Be_F8um"
"2575","Prairie de Mauves","PZ4 / PDM_0004","Ba_F8um"
"2576","Prairie de Mauves","PZ4 / PDM_0004","B_F8um"
"2577","Prairie de Mauves","PZ4 / PDM_0004","As_F8um"
"2578","Prairie de Mauves","PZ4 / PDM_0004","Al_F8um"
"2579","Prairie de Mauves","PZ4 / PDM_0004","Ag_F8um"
"2580","Prairie de Mauves","PZ4 / PDM_0004","Zn_f3kDa"
"2581","Prairie de Mauves","PZ4 / PDM_0004","V_f3kDa"
"2582","Prairie de Mauves","PZ4 / PDM_0004","Tl_f3kDa"
"2583","Prairie de Mauves","PZ4 / PDM_0004","Ti_f3kDa"
"2584","Prairie de Mauves","PZ4 / PDM_0004","Se_f3kDa"
"2585","Prairie de Mauves","PZ4 / PDM_0004","Sb_f3kDa"
"2586","Prairie de Mauves","PZ4 / PDM_0004","Pb_f3kDa"
"2587","Prairie de Mauves","PZ4 / PDM_0004","P_f3kDa"
"2588","Prairie de Mauves","PZ4 / PDM_0004","Ni_f3kDa"
"2589","Prairie de Mauves","PZ4 / PDM_0004","Na_f3kDa"
"2590","Prairie de Mauves","PZ4 / PDM_0004","Mo_f3kDa"
"2591","Prairie de Mauves","PZ4 / PDM_0004","Mn_f3kDa"
"2592","Prairie de Mauves","PZ4 / PDM_0004","Mg_f3kDa"
"2593","Prairie de Mauves","PZ4 / PDM_0004","Li_f3kDa"
"2594","Prairie de Mauves","PZ4 / PDM_0004","K_f3kDa"
"2595","Prairie de Mauves","PZ4 / PDM_0004","Fe_f3kDa"
"2596","Prairie de Mauves","PZ4 / PDM_0004","Cu_f3kDa"
"2597","Prairie de Mauves","PZ4 / PDM_0004","Cr_f3kDa"
"2598","Prairie de Mauves","PZ4 / PDM_0004","Co_f3kDa"
"2599","Prairie de Mauves","PZ4 / PDM_0004","Cd_f3kDa"
"2600","Prairie de Mauves","PZ4 / PDM_0004","Ca_f3kDa"
"2601","Prairie de Mauves","PZ4 / PDM_0004","Bi_f3kDa"
"2602","Prairie de Mauves","PZ4 / PDM_0004","Ba_f3kDa"
"2603","Prairie de Mauves","PZ4 / PDM_0004","B_f3kDa"
"2604","Prairie de Mauves","PZ4 / PDM_0004","As_f3kDa"
"2605","Prairie de Mauves","PZ4 / PDM_0004","Ag_f3kDa"
"2606","Prairie de Mauves","PZ4 / PDM_0004","Si_f0.45um"
"2607","Prairie de Mauves","PZ4 / PDM_0004","Zn_f0.45um"
"2608","Prairie de Mauves","PZ4 / PDM_0004","V_f0.45um"
"2609","Prairie de Mauves","PZ4 / PDM_0004","Tl_f0.45um"
"2610","Prairie de Mauves","PZ4 / PDM_0004","Ti_f0.45um"
"2611","Prairie de Mauves","PZ4 / PDM_0004","Sr_f0.45um"
"2612","Prairie de Mauves","PZ4 / PDM_0004","Se_f0.45um"
"2613","Prairie de Mauves","PZ4 / PDM_0004","Sb_f0.45um"
"2614","Prairie de Mauves","PZ4 / PDM_0004","Pb_f0.45um"
"2615","Prairie de Mauves","PZ4 / PDM_0004","Ni_f0.45um"
"2616","Prairie de Mauves","PZ4 / PDM_0004","Na_f0.45um"
"2617","Prairie de Mauves","PZ4 / PDM_0004","Mo_f0.45um"
"2618","Prairie de Mauves","PZ4 / PDM_0004","Mn_f0.45um"
"2619","Prairie de Mauves","PZ4 / PDM_0004","Mg_f0.45um"
"2620","Prairie de Mauves","PZ4 / PDM_0004","Li_f0.45um"
"2621","Prairie de Mauves","PZ4 / PDM_0004","Fe_f0.45um"
"2622","Prairie de Mauves","PZ4 / PDM_0004","Cu_f0.45um"
"2623","Prairie de Mauves","PZ4 / PDM_0004","Cr_f0.45um"
"2624","Prairie de Mauves","PZ4 / PDM_0004","Co_f0.45um"
"2625","Prairie de Mauves","PZ4 / PDM_0004","Cd_f0.45um"
"2626","Prairie de Mauves","PZ4 / PDM_0004","Ca_f0.45um"
"2627","Prairie de Mauves","PZ4 / PDM_0004","Bi_f0.45um"
"2628","Prairie de Mauves","PZ4 / PDM_0004","Be_f0.45um"
"2629","Prairie de Mauves","PZ4 / PDM_0004","Ba_f0.45um"
"2630","Prairie de Mauves","PZ4 / PDM_0004","B_f0.45um"
"2631","Prairie de Mauves","PZ4 / PDM_0004","As_f0.45um"
"2632","Prairie de Mauves","PZ4 / PDM_0004","Ag_f0.45um"
"2633","Prairie de Mauves","PZ4 / PDM_0004","Zn_f8um"
"2634","Prairie de Mauves","PZ4 / PDM_0004","V_f8um"
"2635","Prairie de Mauves","PZ4 / PDM_0004","Tl_f8um"
"2636","Prairie de Mauves","PZ4 / PDM_0004","Ti_f8um"
"2637","Prairie de Mauves","PZ4 / PDM_0004","Se_f8um"
"2638","Prairie de Mauves","PZ4 / PDM_0004","Sb_f8um"
"2639","Prairie de Mauves","PZ4 / PDM_0004","Pb_f8um"
"2640","Prairie de Mauves","PZ4 / PDM_0004","P_f8um"
"2641","Prairie de Mauves","PZ4 / PDM_0004","Ni_f8um"
"2642","Prairie de Mauves","PZ4 / PDM_0004","Na_f8um"
"2643","Prairie de Mauves","PZ4 / PDM_0004","Mo_f8um"
"2644","Prairie de Mauves","PZ4 / PDM_0004","Mn_f8um"
"2645","Prairie de Mauves","PZ4 / PDM_0004","Mg_f8um"
"2646","Prairie de Mauves","PZ4 / PDM_0004","Li_f8um"
"2647","Prairie de Mauves","PZ4 / PDM_0004","K_f8um"
"2648","Prairie de Mauves","PZ4 / PDM_0004","Fe_f8um"
"2649","Prairie de Mauves","PZ4 / PDM_0004","Cr_f8um"
"2650","Prairie de Mauves","PZ4 / PDM_0004","Co_f8um"
"2651","Prairie de Mauves","PZ4 / PDM_0004","Cd_f8um"
"2652","Prairie de Mauves","PZ4 / PDM_0004","Ca_f8um"
