"","Site","Station","Parametre"
"9165","Bassin Ville au Blanc","VaB entree / VaB_03","Diméthoate"
"9166","Bassin Ville au Blanc","VaB entree / VaB_03","Diméthomorphe"
"9167","Bassin Ville au Blanc","VaB entree / VaB_03","Dimétilan"
"9168","Bassin Ville au Blanc","VaB entree / VaB_03","Diniconazole"
"9169","Bassin Ville au Blanc","VaB entree / VaB_03","Diuron"
"9170","Bassin Ville au Blanc","VaB entree / VaB_03","DMST (= N.N-diméthyl-N'-p-"
"9171","Bassin Ville au Blanc","VaB entree / VaB_03","Epoxyconazole"
"9172","Bassin Ville au Blanc","VaB entree / VaB_03","EPTC"
"9173","Bassin Ville au Blanc","VaB entree / VaB_03","Ethidimuron"
"9174","Bassin Ville au Blanc","VaB entree / VaB_03","Ethiophencarbe"
"9175","Bassin Ville au Blanc","VaB entree / VaB_03","Ethoprophos"
"9176","Bassin Ville au Blanc","VaB entree / VaB_03","Fénamidone (= fénomen)"
"9177","Bassin Ville au Blanc","VaB entree / VaB_03","Fénarimol"
"9178","Bassin Ville au Blanc","VaB entree / VaB_03","Fenbuconazole"
"9179","Bassin Ville au Blanc","VaB entree / VaB_03","Fenhexamide"
"9180","Bassin Ville au Blanc","VaB entree / VaB_03","Fénoxycarbe"
"9181","Bassin Ville au Blanc","VaB entree / VaB_03","Fenpropidine"
"9182","Bassin Ville au Blanc","VaB entree / VaB_03","Fenpropimorphe"
"9183","Bassin Ville au Blanc","VaB entree / VaB_03","Fénuron"
"9184","Bassin Ville au Blanc","VaB entree / VaB_03","Flazasulfuron"
"9185","Bassin Ville au Blanc","VaB entree / VaB_03","Fluazifop butyl (dont fluazifop P butyl)"
"9186","Bassin Ville au Blanc","VaB entree / VaB_03","Flufénacet (= Fluthiamide)"
"9187","Bassin Ville au Blanc","VaB entree / VaB_03","Fluométuron"
"9188","Bassin Ville au Blanc","VaB entree / VaB_03","Fluopicolide"
"9189","Bassin Ville au Blanc","VaB entree / VaB_03","Fluoxastrobine"
"9190","Bassin Ville au Blanc","VaB entree / VaB_03","Flupyrsulfuron méthyl"
"9191","Bassin Ville au Blanc","VaB entree / VaB_03","Fluquinconazole"
"9192","Bassin Ville au Blanc","VaB entree / VaB_03","Flusilazole"
"9193","Bassin Ville au Blanc","VaB entree / VaB_03","Flutriafol"
"9194","Bassin Ville au Blanc","VaB entree / VaB_03","Flurtamone"
"9195","Bassin Ville au Blanc","VaB entree / VaB_03","Foramsulfuron"
"9196","Bassin Ville au Blanc","VaB entree / VaB_03","Formothion"
"9197","Bassin Ville au Blanc","VaB entree / VaB_03","Furalaxyl (dont Furalaxyl M)"
"9198","Bassin Ville au Blanc","VaB entree / VaB_03","Furathiocarbe"
"9199","Bassin Ville au Blanc","VaB entree / VaB_03","Haloxyfop méthyl (dont Haloxyfop P"
"9200","Bassin Ville au Blanc","VaB entree / VaB_03","Hepténophos"
"9201","Bassin Ville au Blanc","VaB entree / VaB_03","Héxaconazole"
"9202","Bassin Ville au Blanc","VaB entree / VaB_03","Hexazinone"
"9203","Bassin Ville au Blanc","VaB entree / VaB_03","Héxythiazox"
"9204","Bassin Ville au Blanc","VaB entree / VaB_03","Imazalil"
"9205","Bassin Ville au Blanc","VaB entree / VaB_03","Imazaméthabenz méthyl"
"9206","Bassin Ville au Blanc","VaB entree / VaB_03","Imidaclopride"
"9207","Bassin Ville au Blanc","VaB entree / VaB_03","Iodosulfuron méthyl"
"9208","Bassin Ville au Blanc","VaB entree / VaB_03","Isoproturon"
"9209","Bassin Ville au Blanc","VaB entree / VaB_03","Isoxaben"
"9210","Bassin Ville au Blanc","VaB entree / VaB_03","Isoxadifen éthyl"
"9211","Bassin Ville au Blanc","VaB entree / VaB_03","Lénacile"
"9212","Bassin Ville au Blanc","VaB entree / VaB_03","Linuron"
"9213","Bassin Ville au Blanc","VaB entree / VaB_03","Mandipropamide"
"9214","Bassin Ville au Blanc","VaB entree / VaB_03","Méfénacet"
"9215","Bassin Ville au Blanc","VaB entree / VaB_03","Mépanipyrim"
"9216","Bassin Ville au Blanc","VaB entree / VaB_03","Mépronil"
"9217","Bassin Ville au Blanc","VaB entree / VaB_03","Mercaptodiméthur (= Méthiocarbe)"
"9218","Bassin Ville au Blanc","VaB entree / VaB_03","Mésosulfuron méthyl"
"9219","Bassin Ville au Blanc","VaB entree / VaB_03","Métalaxyl (dont Métalaxyl M ="
"9220","Bassin Ville au Blanc","VaB entree / VaB_03","Métamitrone"
"9221","Bassin Ville au Blanc","VaB entree / VaB_03","Métazachlore"
"9222","Bassin Ville au Blanc","VaB entree / VaB_03","Metconazole"
"9223","Bassin Ville au Blanc","VaB entree / VaB_03","Méthabenzthiazuron"
"9224","Bassin Ville au Blanc","VaB entree / VaB_03","Méthamidophos"
"9225","Bassin Ville au Blanc","VaB entree / VaB_03","Méthidathion"
"9226","Bassin Ville au Blanc","VaB entree / VaB_03","Méthomyl"
"9227","Bassin Ville au Blanc","VaB entree / VaB_03","Métobromuron"
"9228","Bassin Ville au Blanc","VaB entree / VaB_03","Métolachlore (dont S Métolachlore)"
"9229","Bassin Ville au Blanc","VaB entree / VaB_03","Métosulam"
"9230","Bassin Ville au Blanc","VaB entree / VaB_03","Métoxuron"
"9231","Bassin Ville au Blanc","VaB entree / VaB_03","Métrafénone"
"9232","Bassin Chézine BO3","BO3 - sortie / BO3_03","Napropamide"
"9233","Bassin Chézine BO3","BO3 - sortie / BO3_03","Myclobutanil"
"9234","Bassin Chézine BO3","BO3 - sortie / BO3_03","Monuron"
"9235","Bassin Chézine BO3","BO3 - sortie / BO3_03","Monolinuron"
"9236","Bassin Chézine BO3","BO3 - sortie / BO3_03","Monocrotophos"
"9237","Bassin Chézine BO3","BO3 - sortie / BO3_03","Molinate"
"9238","Bassin Chézine BO3","BO3 - sortie / BO3_03","Mévinphos (Z+E)"
"9239","Bassin Chézine BO3","BO3 - sortie / BO3_03","Metsulfuron méthyl"
"9240","Bassin Chézine BO3","BO3 - sortie / BO3_03","Métribuzine"
"9241","Bassin Chézine BO3","BO3 - sortie / BO3_03","Métrafénone"
"9242","Bassin Chézine BO3","BO3 - sortie / BO3_03","Métoxuron"
"9243","Bassin Chézine BO3","BO3 - sortie / BO3_03","Métosulam"
"9244","Bassin Chézine BO3","BO3 - sortie / BO3_03","Métolachlore (dont S Métolachlore)"
"9245","Bassin Chézine BO3","BO3 - sortie / BO3_03","Métobromuron"
"9246","Bassin Chézine BO3","BO3 - sortie / BO3_03","Méthomyl"
"9247","Bassin Chézine BO3","BO3 - sortie / BO3_03","Méthidathion"
"9248","Bassin Chézine BO3","BO3 - sortie / BO3_03","Méthamidophos"
"9249","Bassin Chézine BO3","BO3 - sortie / BO3_03","Méthabenzthiazuron"
"9250","Bassin Chézine BO3","BO3 - sortie / BO3_03","Metconazole"
"9251","Bassin Chézine BO3","BO3 - sortie / BO3_03","Métazachlore"
"9252","Bassin Chézine BO3","BO3 - sortie / BO3_03","Métamitrone"
"9253","Bassin Chézine BO3","BO3 - sortie / BO3_03","Métalaxyl (dont Métalaxyl M ="
"9254","Bassin Chézine BO3","BO3 - sortie / BO3_03","Mésosulfuron méthyl"
"9255","Bassin Chézine BO3","BO3 - sortie / BO3_03","Mercaptodiméthur (= Méthiocarbe)"
"9256","Bassin Chézine BO3","BO3 - sortie / BO3_03","Mépronil"
"9257","Bassin Chézine BO3","BO3 - sortie / BO3_03","Mépanipyrim"
"9258","Bassin Chézine BO3","BO3 - sortie / BO3_03","Méfénacet"
"9259","Bassin Chézine BO3","BO3 - sortie / BO3_03","Mandipropamide"
"9260","Bassin Chézine BO3","BO3 - sortie / BO3_03","Linuron"
"9261","Bassin Chézine BO3","BO3 - sortie / BO3_03","Lénacile"
"9262","Bassin Chézine BO3","BO3 - sortie / BO3_03","Isoxadifen éthyl"
"9263","Bassin Chézine BO3","BO3 - sortie / BO3_03","Isoxaben"
"9264","Bassin Chézine BO3","BO3 - sortie / BO3_03","Isoproturon"
"9265","Bassin Chézine BO3","BO3 - sortie / BO3_03","Iodosulfuron méthyl"
"9266","Bassin Chézine BO3","BO3 - sortie / BO3_03","Imidaclopride"
"9267","Bassin Chézine BO3","BO3 - sortie / BO3_03","Imazaméthabenz méthyl"
"9268","Bassin Chézine BO3","BO3 - sortie / BO3_03","Imazalil"
"9269","Bassin Chézine BO3","BO3 - sortie / BO3_03","Héxythiazox"
"9270","Bassin Chézine BO3","BO3 - sortie / BO3_03","Hexazinone"
"9271","Bassin Chézine BO3","BO3 - sortie / BO3_03","Héxaconazole"
"9272","Bassin Chézine BO3","BO3 - sortie / BO3_03","Hepténophos"
"9273","Bassin Chézine BO3","BO3 - sortie / BO3_03","Haloxyfop méthyl (dont Haloxyfop P"
"9274","Bassin Chézine BO3","BO3 - sortie / BO3_03","Furathiocarbe"
"9275","Bassin Chézine BO3","BO3 - sortie / BO3_03","Furalaxyl (dont Furalaxyl M)"
"9276","Bassin Chézine BO3","BO3 - sortie / BO3_03","Formothion"
"9277","Bassin Chézine BO3","BO3 - sortie / BO3_03","Foramsulfuron"
"9278","Bassin Chézine BO3","BO3 - sortie / BO3_03","Flurtamone"
"9279","Bassin Chézine BO3","BO3 - sortie / BO3_03","Flutriafol"
"9280","Bassin Chézine BO3","BO3 - sortie / BO3_03","Flusilazole"
"9281","Bassin Chézine BO3","BO3 - sortie / BO3_03","Fluquinconazole"
"9282","Bassin Chézine BO3","BO3 - sortie / BO3_03","Flupyrsulfuron méthyl"
"9283","Bassin Chézine BO3","BO3 - sortie / BO3_03","Fluoxastrobine"
"9284","Bassin Chézine BO3","BO3 - sortie / BO3_03","Fluopicolide"
"9285","Bassin Chézine BO3","BO3 - sortie / BO3_03","Fluométuron"
"9286","Bassin Chézine BO3","BO3 - sortie / BO3_03","Flufénacet (= Fluthiamide)"
"9287","Bassin Chézine BO3","BO3 - sortie / BO3_03","Fluazifop butyl (dont fluazifop P butyl)"
"9288","Bassin Chézine BO3","BO3 - sortie / BO3_03","Flazasulfuron"
"9289","Bassin Chézine BO3","BO3 - sortie / BO3_03","Fénuron"
"9290","Bassin Chézine BO3","BO3 - sortie / BO3_03","Fenpropimorphe"
"9291","Bassin Chézine BO3","BO3 - sortie / BO3_03","Fenpropidine"
"9292","Bassin Chézine BO3","BO3 - sortie / BO3_03","Fénoxycarbe"
"9293","Bassin Chézine BO3","BO3 - sortie / BO3_03","Fenhexamide"
"9294","Bassin Chézine BO3","BO3 - sortie / BO3_03","Fenbuconazole"
"9295","Bassin Chézine BO3","BO3 - sortie / BO3_03","Fénarimol"
"9296","Bassin Chézine BO3","BO3 - sortie / BO3_03","Fénamidone (= fénomen)"
"9297","Bassin Chézine BO3","BO3 - sortie / BO3_03","Ethoprophos"
"9298","Bassin Chézine BO3","BO3 - sortie / BO3_03","Ethiophencarbe"
"9299","Bassin Chézine BO3","BO3 - sortie / BO3_03","Ethidimuron"
"9300","Bassin Chézine BO3","BO3 - sortie / BO3_03","EPTC"
"9301","Bassin Chézine BO3","BO3 - sortie / BO3_03","Epoxyconazole"
"9302","Bassin Chézine BO3","BO3 - sortie / BO3_03","DMST (= N.N-diméthyl-N'-p-"
"9303","Bassin Chézine BO3","BO3 - sortie / BO3_03","Diuron"
"9304","Bassin Chézine BO3","BO3 - sortie / BO3_03","Diniconazole"
"9305","Bassin Chézine BO3","BO3 - sortie / BO3_03","Dimétilan"
"9306","Bassin Chézine BO3","BO3 - sortie / BO3_03","Diméthomorphe"
"9307","Bassin Chézine BO3","BO3 - sortie / BO3_03","Diméthoate"
"9308","Bassin Chézine BO3","BO3 - sortie / BO3_03","Diméthénamid (dont diméthénamid P)"
"9309","Bassin Chézine BO3","BO3 - sortie / BO3_03","Diméthachlore"
"9310","Bassin Chézine BO3","BO3 - sortie / BO3_03","Diméfuron"
"9311","Bassin Chézine BO3","BO3 - sortie / BO3_03","Diflufénicanil"
"9312","Bassin Chézine BO3","BO3 - sortie / BO3_03","Diflubenzuron"
"9313","Bassin Chézine BO3","BO3 - sortie / BO3_03","Difénoconazole"
"9314","Bassin Chézine BO3","BO3 - sortie / BO3_03","Diéthofencarbe"
"9315","Bassin Chézine BO3","BO3 - sortie / BO3_03","Diclobutrazol"
"9316","Bassin Chézine BO3","BO3 - sortie / BO3_03","Diallate"
"9317","Bassin Chézine BO3","BO3 - sortie / BO3_03","Desmetryne"
"9318","Bassin Chézine BO3","BO3 - sortie / BO3_03","Desméthylisoproturon (= 1 (4-"
"9319","Bassin Chézine BO3","BO3 - sortie / BO3_03","Desméthylchlortoluron (= 1 (3 chloro 4"
"9320","Bassin Chézine BO3","BO3 - sortie / BO3_03","Déméthon s méthyl sulfone"
"9321","Bassin Chézine BO3","BO3 - sortie / BO3_03","Cyromazine"
"9322","Bassin Chézine BO3","BO3 - sortie / BO3_03","Cyprosulfamide"
"9323","Bassin Chézine BO3","BO3 - sortie / BO3_03","Cyprodinil"
"9324","Bassin Chézine BO3","BO3 - sortie / BO3_03","Cyproconazole"
"9325","Bassin Chézine BO3","BO3 - sortie / BO3_03","Cyflufénamide"
"9326","Bassin Chézine BO3","BO3 - sortie / BO3_03","Cycluron"
"9327","Bassin Chézine BO3","BO3 - sortie / BO3_03","Cybutryne ( = Irgarol)"
"9328","Bassin Chézine BO3","BO3 - sortie / BO3_03","Cyazofamide"
"9329","Bassin Chézine BO3","BO3 - sortie / BO3_03","Cyanazine"
"9330","Bassin Chézine BO3","BO3 - sortie / BO3_03","Coumaphos"
"9331","Bassin Chézine BO3","BO3 - sortie / BO3_03","Chlothianidine"
"9332","Bassin Chézine BO3","BO3 - sortie / BO3_03","Cloquintocet méxyl"
"9333","Bassin Chézine BO3","BO3 - sortie / BO3_03","Clomazone"
"9334","Bassin Chézine BO3","BO3 - sortie / BO3_03","Clofentézine"
"9335","Bassin Chézine BO3","BO3 - sortie / BO3_03","Chlortoluron"
"9336","Bassin Chézine BO3","BO3 - sortie / BO3_03","Chlorsulfuron"
"9337","Bassin Chézine BO3","BO3 - sortie / BO3_03","Chloroxuron"
"9338","Bassin Chézine BO3","BO3 - sortie / BO3_03","Chloridazone (= Pyrazon)"
"9339","Bassin Chézine BO3","BO3 - sortie / BO3_03","Carfentrazone éthyl"
"9340","Bassin Chézine BO3","BO3 - sortie / BO3_03","Carboxine"
"9341","Bassin Chézine BO3","BO3 - sortie / BO3_03","Carbofuran 3-Hydroxy"
"9342","Bassin Chézine BO3","BO3 - sortie / BO3_03","Carbofuran"
"9343","Bassin Chézine BO3","BO3 - sortie / BO3_03","Carbétamide"
"9344","Bassin Chézine BO3","BO3 - sortie / BO3_03","Carbendazime"
"9345","Bassin Chézine BO3","BO3 - sortie / BO3_03","Carbaryl"
"9346","Bassin Chézine BO3","BO3 - sortie / BO3_03","Cadusafos"
"9347","Bassin Chézine BO3","BO3 - sortie / BO3_03","Buturon"
"9348","Bassin Chézine BO3","BO3 - sortie / BO3_03","Butraline"
"9349","Bassin Chézine BO3","BO3 - sortie / BO3_03","Buprofézine"
"9350","Bassin Chézine BO3","BO3 - sortie / BO3_03","Bupirimate"
"9351","Bassin Chézine BO3","BO3 - sortie / BO3_03","Bromuconazole"
"9352","Bassin Chézine BO3","BO3 - sortie / BO3_03","Boscalid =(Nicobifen)"
"9353","Bassin Chézine BO3","BO3 - sortie / BO3_03","Bitertanol"
"9354","Bassin Chézine BO3","BO3 - sortie / BO3_03","Benthiocarbe (=Thiobencarbe)"
"9355","Bassin Chézine BO3","BO3 - sortie / BO3_03","Benfuracarbe"
"9356","Bassin Chézine BO3","BO3 - sortie / BO3_03","Bendiocarbe"
"9357","Bassin Chézine BO3","BO3 - sortie / BO3_03","Bénalaxyl (dont Bénalaxyl M)"
"9358","Bassin Chézine BO3","BO3 - sortie / BO3_03","Béflubutamide"
"9359","Bassin Chézine BO3","BO3 - sortie / BO3_03","Azoxystrobine"
"9360","Bassin Chézine BO3","BO3 - sortie / BO3_03","Azaméthiphos"
"9361","Bassin Chézine BO3","BO3 - sortie / BO3_03","Azaconazole"
"9362","Bassin Chézine BO3","BO3 - sortie / BO3_03","Atrazine déséthyl (DEA)"
"9363","Bassin Chézine BO3","BO3 - sortie / BO3_03","Atrazine désisopropyl (= DIA ou"
"9364","Bassin Chézine BO3","BO3 - sortie / BO3_03","Atrazine déséthyl 2 hydroxy"
"9365","Bassin Chézine BO3","BO3 - sortie / BO3_03","Atrazine 2 hydroxy"
"9366","Bassin Chézine BO3","BO3 - sortie / BO3_03","Atrazine"
"9367","Bassin Chézine BO3","BO3 - sortie / BO3_03","Amidosulfuron"
"9368","Bassin Chézine BO3","BO3 - sortie / BO3_03","Amétryne"
"9369","Bassin Chézine BO3","BO3 - sortie / BO3_03","Aldicarbe sulfoxyde"
"9370","Bassin Chézine BO3","BO3 - sortie / BO3_03","Aldicarbe sulfone"
"9371","Bassin Chézine BO3","BO3 - sortie / BO3_03","Aldicarbe"
"9372","Bassin Chézine BO3","BO3 - sortie / BO3_03","Acibenzolar s méthyl"
"9373","Bassin Chézine BO3","BO3 - sortie / BO3_03","Acétochlore"
"9374","Bassin Chézine BO3","BO3 - sortie / BO3_03","Acétamipride"
"9375","Bassin Chézine BO3","BO3 - sortie / BO3_03","2.6 Dichlorobenzamide"
"9376","Bassin Chézine BO3","BO3 - sortie / BO3_03","2 Chloro N (2.6 DiEthylPhényl)"
"9377","Bassin Chézine BO3","BO3 - sortie / BO3_03","2 amino N isopropylbenzamide"
"9378","Bassin Chézine BO3","BO3 - sortie / BO3_03","1 (4 isopropylphényl) urée (=IPPU)"
"9379","Bassin Chézine BO3","BO3 - sortie / BO3_03","1 (3.4 DiChloroPhényl) Urée (= DCPU)"
"9380","Bassin Chézine BO3","BO3 - sortie / BO3_03","1 (3.4 DiChloroPhényl) 3 MéthylUrée"
"9381","Bassin Chézine BO3","BO3 - sortie / BO3_03","Vinchlozoline"
"9382","Bassin Chézine BO3","BO3 - sortie / BO3_03","Trifluraline"
"9383","Bassin Chézine BO3","BO3 - sortie / BO3_03","Trichlorfon"
"9384","Bassin Chézine BO3","BO3 - sortie / BO3_03","Triazophos"
"9385","Bassin Chézine BO3","BO3 - sortie / BO3_03","Tralométrine"
"9386","Bassin Chézine BO3","BO3 - sortie / BO3_03","Tolylfluanide"
"9387","Bassin Chézine BO3","BO3 - sortie / BO3_03","Tolchlofos méthyl"
"9388","Bassin Chézine BO3","BO3 - sortie / BO3_03","Tétraméthrine"
"9389","Bassin Chézine BO3","BO3 - sortie / BO3_03","Tétradifon"
"9390","Bassin Chézine BO3","BO3 - sortie / BO3_03","Tétrachlorvinphos"
"9391","Bassin Chézine BO3","BO3 - sortie / BO3_03","Terbuphos"
"9392","Bassin Chézine BO3","BO3 - sortie / BO3_03","Téfluthrine"
"9393","Bassin Chézine BO3","BO3 - sortie / BO3_03","Tau fluvalinate (I & II)"
"9394","Bassin Chézine BO3","BO3 - sortie / BO3_03","Quinoxyfen"
"9395","Bassin Chézine BO3","BO3 - sortie / BO3_03","Quinalphos"
"9396","Bassin Chézine BO3","BO3 - sortie / BO3_03","Pyrimiphos méthyl"
"9397","Bassin Chézine BO3","BO3 - sortie / BO3_03","Pyrimiphos éthyl"
"9398","Bassin Chézine BO3","BO3 - sortie / BO3_03","Pyridabène"
"9399","Bassin Chézine BO3","BO3 - sortie / BO3_03","Pyraflufen éthyl"
"9400","Bassin Chézine BO3","BO3 - sortie / BO3_03","Propargite"
"9401","Bassin Chézine BO3","BO3 - sortie / BO3_03","Procymidone"
"9402","Bassin Ville au Blanc","VaB entree / VaB_03","Métribuzine"
"9403","Bassin Ville au Blanc","VaB entree / VaB_03","Metsulfuron méthyl"
"9404","Bassin Ville au Blanc","VaB entree / VaB_03","Mévinphos (Z+E)"
"9405","Bassin Ville au Blanc","VaB entree / VaB_03","Molinate"
"9406","Bassin Ville au Blanc","VaB entree / VaB_03","Monocrotophos"
"9407","Bassin Ville au Blanc","VaB entree / VaB_03","Monolinuron"
"9408","Bassin Ville au Blanc","VaB entree / VaB_03","Monuron"
"9409","Bassin Ville au Blanc","VaB entree / VaB_03","Myclobutanil"
"9410","Bassin Ville au Blanc","VaB entree / VaB_03","Napropamide"
"9411","Bassin Ville au Blanc","VaB entree / VaB_03","Néburon"
"9412","Bassin Ville au Blanc","VaB entree / VaB_03","NICOS"
"9413","Bassin Ville au Blanc","VaB entree / VaB_03","Norflurazon"
"9414","Bassin Ville au Blanc","VaB entree / VaB_03","Norflurazon desméthyl"
"9415","Bassin Ville au Blanc","VaB entree / VaB_03","Ofurace"
"9416","Bassin Ville au Blanc","VaB entree / VaB_03","Ométhoate"
"9417","Bassin Ville au Blanc","VaB entree / VaB_03","Oxadixyl"
"9418","Bassin Ville au Blanc","VaB entree / VaB_03","Oxamyl"
"9419","Bassin Ville au Blanc","VaB entree / VaB_03","Oxydéméton méthyl (= Dém. S Mét."
"9420","Bassin Ville au Blanc","VaB entree / VaB_03","Paraoxon méthyl"
"9421","Bassin Ville au Blanc","VaB entree / VaB_03","Penconazole"
"9422","Bassin Ville au Blanc","VaB entree / VaB_03","Pencycuron"
"9423","Bassin Ville au Blanc","VaB entree / VaB_03","Péthoxamide"
"9424","Bassin Ville au Blanc","VaB entree / VaB_03","Phenthoate"
"9425","Bassin Ville au Blanc","VaB entree / VaB_03","Phosphamidon"
"9426","Bassin Ville au Blanc","VaB entree / VaB_03","Phoxime"
"9427","Bassin Ville au Blanc","VaB entree / VaB_03","Picolinafen"
"9428","Bassin Ville au Blanc","VaB entree / VaB_03","Picoxystrobine"
"9429","Bassin Ville au Blanc","VaB entree / VaB_03","Pinoxaden"
"9430","Bassin Ville au Blanc","VaB entree / VaB_03","Primisulfuron méthyl"
"9431","Bassin Ville au Blanc","VaB entree / VaB_03","Prochloraze"
"9432","Bassin Ville au Blanc","VaB entree / VaB_03","Profenophos"
"9433","Bassin Ville au Blanc","VaB entree / VaB_03","Prométon"
"9434","Bassin Ville au Blanc","VaB entree / VaB_03","Prométryne"
"9435","Bassin Ville au Blanc","VaB entree / VaB_03","Propachlore"
"9436","Bassin Ville au Blanc","VaB entree / VaB_03","Propamocarbe"
"9437","Bassin Ville au Blanc","VaB entree / VaB_03","Propamocarbe HCl"
"9438","Bassin Ville au Blanc","VaB entree / VaB_03","Propanil (= propanamide)"
"9439","Bassin Ville au Blanc","VaB entree / VaB_03","Propaquizafop"
"9440","Bassin Ville au Blanc","VaB entree / VaB_03","Propazine"
"9441","Bassin Ville au Blanc","VaB entree / VaB_03","Propetamphos"
"9442","Bassin Ville au Blanc","VaB entree / VaB_03","Propiconazole"
"9443","Bassin Ville au Blanc","VaB entree / VaB_03","Propoxur"
"9444","Bassin Ville au Blanc","VaB entree / VaB_03","Propyzamide"
"9445","Bassin Ville au Blanc","VaB entree / VaB_03","Prosulfocarbe"
"9446","Bassin Ville au Blanc","VaB entree / VaB_03","Pymétrozine"
"9447","Bassin Ville au Blanc","VaB entree / VaB_03","Pyraclostrobine"
"9448","Bassin Ville au Blanc","VaB entree / VaB_03","Pyrazophos"
"9449","Bassin Ville au Blanc","VaB entree / VaB_03","Pyridafol"
"9450","Bassin Ville au Blanc","VaB entree / VaB_03","Pyridate"
"9451","Bassin Ville au Blanc","VaB entree / VaB_03","Pyrifénox"
"9452","Bassin Ville au Blanc","VaB entree / VaB_03","Pyriméthanil"
"9453","Bassin Ville au Blanc","VaB entree / VaB_03","Pyrimicarbe (=Pirimicarb)"
"9454","Bassin Ville au Blanc","VaB entree / VaB_03","Pyroxsulame"
"9455","Bassin Ville au Blanc","VaB entree / VaB_03","Quizalofop éthyl (dont Quizalop P"
"9456","Bassin Ville au Blanc","VaB entree / VaB_03","Rimsulfuron"
"9457","Bassin Ville au Blanc","VaB entree / VaB_03","Roténone"
"9458","Bassin Ville au Blanc","VaB entree / VaB_03","Sébutylazine"
"9459","Bassin Ville au Blanc","VaB entree / VaB_03","Secbuméton"
"9460","Bassin Ville au Blanc","VaB entree / VaB_03","Siduron"
"9461","Bassin Ville au Blanc","VaB entree / VaB_03","Silthiopham"
"9462","Bassin Ville au Blanc","VaB entree / VaB_03","Simazine"
"9463","Bassin Ville au Blanc","VaB entree / VaB_03","Simazine hydroxy"
"9464","Bassin Ville au Blanc","VaB entree / VaB_03","Simétryne"
"9465","Bassin Ville au Blanc","VaB entree / VaB_03","Spirotétramat"
"9466","Bassin Ville au Blanc","VaB entree / VaB_03","Sulfosulfuron"
"9467","Bassin Ville au Blanc","VaB entree / VaB_03","Sulfotep"
"9468","Bassin Ville au Blanc","VaB entree / VaB_03","Tébuconazole"
"9469","Bassin Ville au Blanc","VaB entree / VaB_03","Tébufénozide"
"9470","Bassin Ville au Blanc","VaB entree / VaB_03","Tébufenpyrad"
"9471","Bassin Ville au Blanc","VaB entree / VaB_03","Tébutame"
"9472","Bassin Ville au Blanc","VaB entree / VaB_03","Tébuthiuron"
"9473","Bassin Ville au Blanc","VaB entree / VaB_03","Terbuméton"
"9474","Bassin Ville au Blanc","VaB entree / VaB_03","Terbuméton déséthyl"
"9475","Bassin Ville au Blanc","VaB entree / VaB_03","Terbuthylazine"
"9476","Bassin Ville au Blanc","VaB entree / VaB_03","Terbuthylazine deséthyl (= DETA)"
"9477","Bassin Ville au Blanc","VaB entree / VaB_03","Terbuthylazine hydroxy"
"9478","Bassin Ville au Blanc","VaB entree / VaB_03","Terbutryne"
"9479","Bassin Ville au Blanc","VaB entree / VaB_03","Tétraconazole"
"9480","Bassin Ville au Blanc","VaB entree / VaB_03","Thiabendazole"
"9481","Bassin Ville au Blanc","VaB entree / VaB_03","Thiaclopride"
"9482","Bassin Ville au Blanc","VaB entree / VaB_03","Thiametoxam"
"9483","Bassin Ville au Blanc","VaB entree / VaB_03","Thifensulfuron méthyl"
"9484","Bassin Ville au Blanc","VaB entree / VaB_03","Thiodicarbe"
"9485","Bassin Ville au Blanc","VaB entree / VaB_03","Triadiméfon"
"9486","Bassin Ville au Blanc","VaB entree / VaB_03","Triadiménol"
"9487","Bassin Ville au Blanc","VaB entree / VaB_03","Triallate"
"9488","Bassin Ville au Blanc","VaB entree / VaB_03","Triasulfuron"
"9489","Bassin Ville au Blanc","VaB entree / VaB_03","Tribénuron méthyl"
"9490","Bassin Ville au Blanc","VaB entree / VaB_03","Trifloxystrobine"
"9491","Bassin Ville au Blanc","VaB entree / VaB_03","Triflusulfuron méthyl"
"9492","Bassin Ville au Blanc","VaB entree / VaB_03","Trinexapac éthyl"
"9493","Bassin Ville au Blanc","VaB entree / VaB_03","Vamidothion"
"9494","Bassin Ville au Blanc","VaB entree / VaB_03","Zoxamide"
"9495","Bassin Ville au Blanc","VaB sortie / VaB_04","Zoxamide"
"9496","Bassin Chézine BO3","BO3 - sortie / BO3_03","Phosalone"
"9497","Bassin Chézine BO3","BO3 - sortie / BO3_03","Phorate"
"9498","Bassin Chézine BO3","BO3 - sortie / BO3_03","Perméthrine (cis+trans)"
"9499","Bassin Chézine BO3","BO3 - sortie / BO3_03","Pentachlorobenzène"
"9500","Bassin Chézine BO3","BO3 - sortie / BO3_03","Pendiméthaline"
"9501","Bassin Chézine BO3","BO3 - sortie / BO3_03","Parathion méthyl"
"9502","Bassin Chézine BO3","BO3 - sortie / BO3_03","Parathion éthyl"
"9503","Bassin Chézine BO3","BO3 - sortie / BO3_03","Paclobutrazole"
"9504","Bassin Chézine BO3","BO3 - sortie / BO3_03","Oxyfluorfène"
"9505","Bassin Chézine BO3","BO3 - sortie / BO3_03","Oxadiazon"
"9506","Bassin Chézine BO3","BO3 - sortie / BO3_03","Oxadiargyl"
"9507","Bassin Chézine BO3","BO3 - sortie / BO3_03","Nuarimol"
"9508","Bassin Chézine BO3","BO3 - sortie / BO3_03","Nonachlore ( trans)"
