"","Site","Station","Parametre","DtHechanti","Valeur","Methode"
"3945","Agglomération Nantaise","Bassin Pierre Anne / AN_001","V_f0.45um",2015-09-28 08:15:00,0.233,"ICP-MS 2008/2016"
"3946","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Ti_f0.45um",2015-09-28 08:15:00,NA,"ICP-OES-1"
"3947","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Sr_f0.45um",2015-09-28 08:15:00,0.099,"ICP-OES-1"
"3948","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Pb_f0.45um",2015-09-28 08:15:00,NA,"ICP-MS 2008/2016"
"3949","Agglomération Nantaise","Bassin Pierre Anne / AN_001","P_f0.45um",2015-09-28 08:15:00,NA,"ICP-OES-1"
"3950","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Ni_f0.45um",2015-09-28 08:15:00,1.082,"ICP-MS 2008/2016"
"3951","Agglomération Nantaise","Bassin Pierre Anne / AN_001","Na_f0.45um",2015-09-28 08:15:00,32.907,"ICP-OES-1"
"3954","Agglomération Nantaise","Bassin ZAC Minais / AN_003","MES",2015-09-28 13:15:00,9.35,"Filtration sur filtre en fibres de verre"
"3955","Agglomération Nantaise","Bassin ZAC Minais / AN_003","MES",2015-09-28 13:00:00,15.7,"Filtration sur filtre en fibres de verre"
"5970","Agglomération Nantaise","Jardin Chaupières / JARD_CHAU","As_sol",2014-08-28 12:00:00,124.169,"ICP-OES-2"
"5971","Agglomération Nantaise","Jardin Chaupières / JARD_CHAU","Ca_sol",2014-08-28 12:00:00,6748.57,"ICP-OES-2"
"5972","Agglomération Nantaise","Jardin Chaupières / JARD_CHAU","Cd_sol",2014-08-28 12:00:00,0.038,"ICP-OES-2"
"5973","Agglomération Nantaise","Jardin Chaupières / JARD_CHAU","Co_sol",2014-08-28 12:00:00,17.919,"ICP-OES-2"
"5974","Agglomération Nantaise","Jardin Chaupières / JARD_CHAU","Cr_sol",2014-08-28 12:00:00,30.478,"ICP-OES-2"
"5975","Agglomération Nantaise","Jardin Chaupières / JARD_CHAU","Cu_sol",2014-08-28 12:00:00,20.078,"ICP-OES-2"
"5976","Agglomération Nantaise","Jardin Chaupières / JARD_CHAU","Fe_sol",2014-08-28 12:00:00,17813.5,"ICP-OES-2"
"5977","Agglomération Nantaise","Jardin Chaupières / JARD_CHAU","K_sol",2014-08-28 12:00:00,20495.8,"ICP-OES-2"
"5978","Agglomération Nantaise","Jardin Chaupières / JARD_CHAU","Mg_sol",2014-08-28 12:00:00,3198.23,"ICP-OES-2"
"5979","Agglomération Nantaise","Jardin Chaupières / JARD_CHAU","Mn_sol",2014-08-28 12:00:00,316.701,"ICP-OES-2"
"5980","Agglomération Nantaise","Jardin Chaupières / JARD_CHAU","Na_sol",2014-08-28 12:00:00,10490.9,"ICP-OES-2"
"5981","Agglomération Nantaise","Jardin Chaupières / JARD_CHAU","Ni_sol",2014-08-28 12:00:00,10.116,"ICP-OES-2"
"5982","Agglomération Nantaise","Jardin Chaupières / JARD_CHAU","Pb_sol",2014-08-28 12:00:00,29.096,"ICP-OES-2"
"5983","Agglomération Nantaise","Jardin Chaupières / JARD_CHAU","V_sol",2014-08-28 12:00:00,36.657,"ICP-OES-2"
"5984","Agglomération Nantaise","Jardin Chaupières / JARD_CHAU","Zn_sol",2014-08-28 12:00:00,55.108,"ICP-OES-2"
"5985","Agglomération Nantaise","Jardin Chaupières / JARD_CHAU","Al_sol",2014-08-26 12:00:00,51547.2,"ICP-OES-2"
"5986","Agglomération Nantaise","Jardin Chaupières / JARD_CHAU","As_sol",2014-08-26 12:00:00,34.855,"ICP-OES-2"
"5987","Agglomération Nantaise","Jardin Chaupières / JARD_CHAU","Ca_sol",2014-08-26 12:00:00,9770.24,"ICP-OES-2"
"5988","Agglomération Nantaise","Jardin Chaupières / JARD_CHAU","Cd_sol",2014-08-26 12:00:00,0.168,"ICP-OES-2"
"5989","Agglomération Nantaise","Jardin Chaupières / JARD_CHAU","Co_sol",2014-08-26 12:00:00,18.908,"ICP-OES-2"
"5990","Agglomération Nantaise","Jardin Chaupières / JARD_CHAU","Cr_sol",2014-08-26 12:00:00,34.842,"ICP-OES-2"
