"","X","Site","Station","Parametre","DtHechanti","Valeur","Methode"
"681",39398,"Écoquartier Bottière-Chesnaie","EcoQUA_010","Ni_f0.45um",2018-02-13 09:00:00,1.4313,"ICP-MS 2017/20xx-1"
"682",39405,"Écoquartier Bottière-Chesnaie","EcoQUA_010","Zn",2018-02-13 09:00:00,62.2621,"ICP-MS 2017/20xx-1"
"683",39406,"Écoquartier Bottière-Chesnaie","EcoQUA_010","V",2018-02-13 09:00:00,2.1049,"ICP-MS 2017/20xx-1"
"684",39407,"Écoquartier Bottière-Chesnaie","EcoQUA_010","Ti",2018-02-13 09:00:00,40.4714,"ICP-MS 2017/20xx-1"
"685",39408,"Écoquartier Bottière-Chesnaie","EcoQUA_010","Sr",2018-02-13 09:00:00,57.8486,"ICP-MS 2017/20xx-1"
"686",39410,"Écoquartier Bottière-Chesnaie","EcoQUA_010","Pb",2018-02-13 09:00:00,2.145,"ICP-MS 2017/20xx-1"
"687",39412,"Écoquartier Bottière-Chesnaie","EcoQUA_010","Ni",2018-02-13 09:00:00,3.8145,"ICP-MS 2017/20xx-1"
"688",45768,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Ti_f0.45um",2018-11-23 14:03:00,1.2227,"ICP-MS 2017/20xx-1"
"689",45769,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Sr_f0.45um",2018-11-23 14:03:00,79.5488,"ICP-MS 2017/20xx-1"
"690",45772,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Pb_f0.45um",2018-11-23 14:03:00,0.2883,"ICP-MS 2017/20xx-1"
"691",45774,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Ni_f0.45um",2018-11-23 14:03:00,1.571,"ICP-MS 2017/20xx-1"
"692",45776,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Mo_f0.45um",2018-11-23 14:03:00,1.2075,"ICP-MS 2017/20xx-1"
"693",45781,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Cu_f0.45um",2018-11-23 14:03:00,7.3753,"ICP-MS 2017/20xx-1"
"694",45783,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Co_f0.45um",2018-11-23 14:03:00,0.244,"ICP-MS 2017/20xx-1"
"695",45784,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Cd_f0.45um",2018-11-23 14:03:00,0.0264,"ICP-MS 2017/20xx-1"
"696",45787,"Écoquartier Bottière-Chesnaie","EcoQUA_015","As_f0.45um",2018-11-23 14:03:00,11.7983,"ICP-MS 2017/20xx-1"
"697",45789,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Zn",2018-11-23 14:03:00,38.5085,"ICP-MS 2017/20xx-1"
"698",45790,"Écoquartier Bottière-Chesnaie","EcoQUA_015","V",2018-11-23 14:03:00,2.0605,"ICP-MS 2017/20xx-1"
"699",45792,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Ti",2018-11-23 14:03:00,3.5966,"ICP-MS 2017/20xx-1"
"700",45793,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Sr",2018-11-23 14:03:00,79.5488,"ICP-MS 2017/20xx-1"
"701",45796,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Pb",2018-11-23 14:03:00,0.5336,"ICP-MS 2017/20xx-1"
"702",45798,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Ni",2018-11-23 14:03:00,1.571,"ICP-MS 2017/20xx-1"
"703",45800,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Mo",2018-11-23 14:03:00,1.2075,"ICP-MS 2017/20xx-1"
"704",45805,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Cu",2018-11-23 14:03:00,7.6915,"ICP-MS 2017/20xx-1"
"705",45806,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Cr",2018-11-23 14:03:00,1.4199,"ICP-MS 2017/20xx-1"
"706",45807,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Co",2018-11-23 14:03:00,0.3168,"ICP-MS 2017/20xx-1"
"707",45808,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Cd",2018-11-23 14:03:00,0.0264,"ICP-MS 2017/20xx-1"
"708",45811,"Écoquartier Bottière-Chesnaie","EcoQUA_015","As",2018-11-23 14:03:00,11.9394,"ICP-MS 2017/20xx-1"
"709",46474,"Écoquartier Bottière-Chesnaie","EcoQUA_010","Ni_sol",2018-07-09 00:00:00,13.508,"ICP-OES-2"
"710",46477,"Écoquartier Bottière-Chesnaie","EcoQUA_010","Pb_sol",2018-07-09 00:00:00,43.955,"ICP-OES-2"
"711",46478,"Écoquartier Bottière-Chesnaie","EcoQUA_010","Sr_sol",2018-07-09 00:00:00,91.221,"ICP-OES-2"
"712",46479,"Écoquartier Bottière-Chesnaie","EcoQUA_010","Co_sol",2018-07-09 00:00:00,30.504,"ICP-OES-2"
"713",46480,"Écoquartier Bottière-Chesnaie","EcoQUA_010","Ti_sol",2018-07-09 00:00:00,1591.64,"ICP-OES-2"
"714",46481,"Écoquartier Bottière-Chesnaie","EcoQUA_010","V_sol",2018-07-09 00:00:00,30.986,"ICP-OES-2"
"715",46482,"Écoquartier Bottière-Chesnaie","EcoQUA_010","Cr_sol",2018-07-09 00:00:00,24.186,"ICP-OES-2"
"716",46483,"Écoquartier Bottière-Chesnaie","EcoQUA_010","Zn_sol",2018-07-09 00:00:00,120.443,"ICP-OES-2"
"717",46485,"Écoquartier Bottière-Chesnaie","EcoQUA_010","Cu_sol",2018-07-09 00:00:00,24.771,"ICP-OES-2"
"718",46491,"Écoquartier Bottière-Chesnaie","EcoQUA_015","As_sol",2018-07-09 00:00:00,14.815,"ICP-OES-2"
"719",46495,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Co_sol",2018-07-09 00:00:00,41.508,"ICP-OES-2"
"720",46496,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Cr_sol",2018-07-09 00:00:00,24.195,"ICP-OES-2"
"721",46497,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Cu_sol",2018-07-09 00:00:00,20.846,"ICP-OES-2"
"722",46504,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Ni_sol",2018-07-09 00:00:00,12.754,"ICP-OES-2"
"723",46506,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Pb_sol",2018-07-09 00:00:00,54.377,"ICP-OES-2"
"724",46507,"Écoquartier Bottière-Chesnaie","EcoQUA_015","Sr_sol",2018-07-09 00:00:00,98.092,"ICP-OES-2"
