"","X","Site","Station","Parametre","DtHechanti","Valeur","Methode"
"157",34863,"Bassin Chézine BO3","BO3_03","Zn",2017-08-18 09:00:00,87.2102,"ICP-MS 2017/20xx-1"
"158",34865,"Bassin Chézine BO3","BO3_03","As",2017-08-18 09:00:00,8.8958,"ICP-MS 2017/20xx-1"
"159",34867,"Bassin Chézine BO3","BO3_03","V",2017-08-18 09:00:00,4.692,"ICP-MS 2017/20xx-1"
"160",34869,"Bassin Chézine BO3","BO3_03","Cu",2017-08-18 09:00:00,14.6993,"ICP-MS 2017/20xx-1"
"161",34871,"Bassin Chézine BO3","BO3_03","Ti",2017-08-18 09:00:00,109.69,"ICP-MS 2017/20xx-1"
"162",34874,"Bassin Chézine BO3","BO3_03","Sr",2017-08-18 09:00:00,36.2026,"ICP-MS 2017/20xx-1"
"163",34876,"Bassin Chézine BO3","BO3_03","Cr",2017-08-18 09:00:00,4.1169,"ICP-MS 2017/20xx-1"
"164",42183,"Bassin Chézine BO3","BO3_01","As",2018-03-28 12:05:00,2.9094,"ICP-MS 2017/20xx-1"
"165",42186,"Bassin Chézine BO3","BO3_01","Cd",2018-03-28 12:05:00,0.0407,"ICP-MS 2017/20xx-1"
"166",42187,"Bassin Chézine BO3","BO3_01","Co",2018-03-28 12:05:00,0.5156,"ICP-MS 2017/20xx-1"
"167",42188,"Bassin Chézine BO3","BO3_01","Cr",2018-03-28 12:05:00,1.3754,"ICP-MS 2017/20xx-1"
"168",42189,"Bassin Chézine BO3","BO3_01","Cu",2018-03-28 12:05:00,9.1379,"ICP-MS 2017/20xx-1"
"169",42194,"Bassin Chézine BO3","BO3_01","Mo",2018-03-28 12:05:00,0.9039,"ICP-MS 2017/20xx-1"
"170",42196,"Bassin Chézine BO3","BO3_01","Ni",2018-03-28 12:05:00,4.4246,"ICP-MS 2017/20xx-1"
"171",42198,"Bassin Chézine BO3","BO3_01","Pb",2018-03-28 12:05:00,0.7745,"ICP-MS 2017/20xx-1"
"172",42709,"Bassin Chézine BO3","BO3_01","Sr",2018-03-28 12:05:00,60.5631,"ICP-MS 2017/20xx-1"
"173",42710,"Bassin Chézine BO3","BO3_01","Ti",2018-03-28 12:05:00,31.7414,"ICP-MS 2017/20xx-1"
"174",42711,"Bassin Chézine BO3","BO3_01","V",2018-03-28 12:05:00,1.604,"ICP-MS 2017/20xx-1"
"175",42712,"Bassin Chézine BO3","BO3_01","Zn",2018-03-28 12:05:00,29.5132,"ICP-MS 2017/20xx-1"
"176",42772,"Bassin Chézine BO3","BO3_03","Pb",2018-03-28 12:20:00,0.6772,"ICP-MS 2017/20xx-1"
"177",42776,"Bassin Chézine BO3","BO3_03","Co",2018-03-28 12:20:00,0.7785,"ICP-MS 2017/20xx-1"
"178",42787,"Bassin Chézine BO3","BO3_03","Ni",2018-03-28 12:20:00,3.9677,"ICP-MS 2017/20xx-1"
"179",42791,"Bassin Chézine BO3","BO3_03","Cd",2018-03-28 12:20:00,0.0275,"ICP-MS 2017/20xx-1"
"180",42802,"Bassin Chézine BO3","BO3_03","Mo",2018-03-28 12:20:00,0.812,"ICP-MS 2017/20xx-1"
"181",42834,"Bassin Chézine BO3","BO3_03","Zn",2018-03-28 12:20:00,17.1256,"ICP-MS 2017/20xx-1"
"182",42836,"Bassin Chézine BO3","BO3_03","As",2018-03-28 12:20:00,3.4814,"ICP-MS 2017/20xx-1"
"183",42838,"Bassin Chézine BO3","BO3_03","V",2018-03-28 12:20:00,2.0163,"ICP-MS 2017/20xx-1"
"184",42840,"Bassin Chézine BO3","BO3_03","Cu",2018-03-28 12:20:00,6.4955,"ICP-MS 2017/20xx-1"
"185",42842,"Bassin Chézine BO3","BO3_03","Ti",2018-03-28 12:20:00,41.816,"ICP-MS 2017/20xx-1"
"186",42845,"Bassin Chézine BO3","BO3_03","Sr",2018-03-28 12:20:00,67.2629,"ICP-MS 2017/20xx-1"
"187",42847,"Bassin Chézine BO3","BO3_03","Cr",2018-03-28 12:20:00,1.5755,"ICP-MS 2017/20xx-1"
"188",45666,"Bassin Chézine BO3","BO3_01","Zn",2018-10-06 18:00:00,36.9673,"ICP-MS 2017/20xx-1"
"189",45667,"Bassin Chézine BO3","BO3_01","V",2018-10-06 18:00:00,3.1849,"ICP-MS 2017/20xx-1"
"190",45668,"Bassin Chézine BO3","BO3_01","Ti",2018-10-06 18:00:00,87.5334,"ICP-MS 2017/20xx-1"
"191",45669,"Bassin Chézine BO3","BO3_01","Sr",2018-10-06 18:00:00,16.5036,"ICP-MS 2017/20xx-1"
"192",45671,"Bassin Chézine BO3","BO3_01","Pb",2018-10-06 18:00:00,1.6539,"ICP-MS 2017/20xx-1"
"193",45673,"Bassin Chézine BO3","BO3_01","Ni",2018-10-06 18:00:00,8.0049,"ICP-MS 2017/20xx-1"
"194",45675,"Bassin Chézine BO3","BO3_01","Mo",2018-10-06 18:00:00,1.5332,"ICP-MS 2017/20xx-1"
"195",45680,"Bassin Chézine BO3","BO3_01","Cu",2018-10-06 18:00:00,13.5851,"ICP-MS 2017/20xx-1"
"196",45681,"Bassin Chézine BO3","BO3_01","Cr",2018-10-06 18:00:00,5.7887,"ICP-MS 2017/20xx-1"
"197",45682,"Bassin Chézine BO3","BO3_01","Co",2018-10-06 18:00:00,0.6494,"ICP-MS 2017/20xx-1"
"198",45683,"Bassin Chézine BO3","BO3_01","Cd",2018-10-06 18:00:00,0.0449,"ICP-MS 2017/20xx-1"
"199",45686,"Bassin Chézine BO3","BO3_01","As",2018-10-06 18:00:00,6.5373,"ICP-MS 2017/20xx-1"
"200",45907,"Bassin Chézine BO3","BO3_01","Zn",2018-11-06 23:40:00,54.6,"ICP-MS 2017/20xx-1"
