"","Parametre","Station","Site","count"
"6096","Mg_F8um","PZ6 / PDM_0006","Prairie de Mauves",8
"6097","Mg_F8um","PZ7 / PDM_0007","Prairie de Mauves",6
"6098","Mg_F8um","PZ8 / PDM_0008","Prairie de Mauves",6
"6099","Mg_sol","Bassin Agena / AN_008","Agglomération Nantaise",3
"6100","Mg_sol","Bassin Baudinière / AN_005","Agglomération Nantaise",3
"6101","Mg_sol","Bassin Bottière Sud / EcoQUA_013","Écoquartier Bottière-Chesnaie",2
"6102","Mg_sol","Bassin Mortier / AN_002","Agglomération Nantaise",3
"6103","Mg_sol","Bassin Pierre Anne / AN_001","Agglomération Nantaise",2
"6104","Mg_sol","Bassin Scott / AN_007","Agglomération Nantaise",5
"6105","Mg_sol","Bassin ZAC Minais / AN_003","Agglomération Nantaise",2
"6106","Mg_sol","BO3 - entrée / BO3_01","Bassin Chézine BO3",4
"6107","Mg_sol","BO3 - milieu / BO3_02","Bassin Chézine BO3",13
"6108","Mg_sol","BO3 - sortie / BO3_03","Bassin Chézine BO3",4
"6109","Mg_sol","C1 / PDM_0068","Prairie de Mauves",8
"6110","Mg_sol","C2 / PDM_0069","Prairie de Mauves",6
"6111","Mg_sol","C3 / PDM_0070","Prairie de Mauves",7
"6112","Mg_sol","F1 / PDM_0076","Prairie de Mauves",2
"6113","Mg_sol","F4 / PDM_0077","Prairie de Mauves",3
"6114","Mg_sol","F5 / PDM_0078","Prairie de Mauves",2
"6115","Mg_sol","F7 / PDM_0079","Prairie de Mauves",3
"6116","Mg_sol","Jardin Chaupières / JARD_CHAU","Agglomération Nantaise",11
"6117","Mg_sol","Noue Brosse entrée / NB_02","Noue ZAC de la Brosse",2
"6118","Mg_sol","Noue Brosse milieu / NB_03","Noue ZAC de la Brosse",6
"6119","Mg_sol","Noue Brosse sortie / NB_01","Noue ZAC de la Brosse",3
"6120","Mg_sol","Noue Chateau d'Aux / AN_004","Agglomération Nantaise",3
"6121","Mg_sol","Noue Vertonne / AN_006","Agglomération Nantaise",3
"6122","Mg_sol","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",2
"6123","Mg_sol","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",6
"6124","Mg_sol","Noue_Dumont_Milieu / EcoQUA_017","Écoquartier Bottière-Chesnaie",2
"6125","Mg_sol","Parcelle de Vallet / Autre_LEE_02","Autres sites LEE",14
"6126","Mg_sol","Puits 2 / PDM_0017","Prairie de Mauves",2
"6127","Mg_sol","PZ5 / PDM_0005","Prairie de Mauves",2
"6128","Mg_sol","PZ7 / PDM_0007","Prairie de Mauves",2
"6129","Mg_sol","PZ9bis / PDM_0009","Prairie de Mauves",2
"6130","Mg_sol","T1 / PDM_0071","Prairie de Mauves",3
"6131","Mg_sol","T2 / PDM_0072","Prairie de Mauves",3
"6132","Mg_sol","T3 / PDM_0073","Prairie de Mauves",4
"6133","Mg_sol","T4 / PDM_0074","Prairie de Mauves",4
"6134","Mg_sol","VaB entree / VaB_03","Bassin Ville au Blanc",4
"6135","Mg_sol","VaB milieu / VaB_05","Bassin Ville au Blanc",3
"6136","Mg_sol","VaB sortie / VaB_04","Bassin Ville au Blanc",4
"6137","Mirex (= Perchlordecone)","BO3 - entrée / BO3_01","Bassin Chézine BO3",9
"6138","Mirex (= Perchlordecone)","BO3 - sortie / BO3_03","Bassin Chézine BO3",9
"6139","Mirex (= Perchlordecone)","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",5
"6140","Mirex (= Perchlordecone)","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",5
"6141","Mirex (= Perchlordecone)","VaB entree / VaB_03","Bassin Ville au Blanc",4
"6142","Mirex (= Perchlordecone)","VaB sortie / VaB_04","Bassin Ville au Blanc",4
"6143","Mn","Bassin Agena / AN_008","Agglomération Nantaise",2
"6144","Mn","Bassin Bottière Sud / EcoQUA_013","Écoquartier Bottière-Chesnaie",2
"6145","Mn","Bassin Maison Neuve 2 / AN_009","Agglomération Nantaise",2
"6146","Mn","Bassin Pierre Anne / AN_001","Agglomération Nantaise",2
"6147","Mn","Bassin Scott / AN_007","Agglomération Nantaise",1
"6148","Mn","Bassin ZAC Minais / AN_003","Agglomération Nantaise",2
"6149","Mn","BO3 - entrée / BO3_01","Bassin Chézine BO3",16
"6150","Mn","BO3 - sortie / BO3_03","Bassin Chézine BO3",13
"6151","Mn","Canal / EcoQUA_004","Écoquartier Bottière-Chesnaie",2
"6152","Mn","Debitmetre Pin-Sec_EP / PIN-SEC_0036","BV Pin Sec",33
"6153","Mn","Debitmetre Pin-Sec_EU / PIN-SEC_0037","BV Pin Sec",31
"6154","Mn","EP_3 branches_Sud / PIN-SEC_0040","BV Pin Sec",2
"6155","Mn","EP_3 branches_Total / PIN-SEC_0041","BV Pin Sec",2
"6156","Mn","EP_Lapeby / PIN-SEC_0043","BV Pin Sec",2
"6157","Mn","EP_nappe_Dunant / PIN-SEC_0038","BV Pin Sec",2
"6158","Mn","EP_nappe_Riveterie / PIN-SEC_0039","BV Pin Sec",2
"6159","Mn","EP_Robic / PIN-SEC_0042","BV Pin Sec",2
"6160","Mn","Etang 1 / PDM_0067","Prairie de Mauves",2
"6161","Mn","EU_Immeuble_Than / PIN-SEC_0047","BV Pin Sec",2
"6162","Mn","EU_Lapeby / PIN-SEC_0045","BV Pin Sec",2
"6163","Mn","EU_Maisons_Toul / PIN-SEC_00","BV Pin Sec",2
"6164","Mn","EU_Nancy / PIN-SEC_0048","BV Pin Sec",2
"6165","Mn","EU_Pilotiere / PIN-SEC_0049","BV Pin Sec",2
"6166","Mn","EU_Robic / PIN-SEC_0044","BV Pin Sec",2
"6167","Mn","EU_Than / PIN-SEC_0046","BV Pin Sec",2
"6168","Mn","EU_Toul / PIN-SEC_0050","BV Pin Sec",2
"6169","Mn","F_RTE / PDM_0065","Prairie de Mauves",1
"6170","Mn","La Loire / PDM_0066","Prairie de Mauves",5
"6171","Mn","Noue après déversoir / EcoQUA_006","Écoquartier Bottière-Chesnaie",1
"6172","Mn","Noue Brosse entrée / NB_02","Noue ZAC de la Brosse",1
"6173","Mn","Noue Brosse sortie / NB_01","Noue ZAC de la Brosse",1
"6174","Mn","Noue Vertonne / AN_006","Agglomération Nantaise",1
"6175","Mn","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",9
"6176","Mn","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",10
"6177","Mn","Puits 2 / PDM_0017","Prairie de Mauves",15
"6178","Mn","Puits 4 / PDM_0019","Prairie de Mauves",9
"6179","Mn","Puits 5 / PDM_0020","Prairie de Mauves",9
"6180","Mn","Puits 6 / PDM_0021","Prairie de Mauves",4
"6181","Mn","Puits 7 / PDM_0022","Prairie de Mauves",10
"6182","Mn","PZ1 / PDM_0001","Prairie de Mauves",5
"6183","Mn","PZ11 / PDM_0080","Prairie de Mauves",6
"6184","Mn","PZ16 / PDM_0088","Prairie de Mauves",4
"6185","Mn","PZ2 / PDM_0002","Prairie de Mauves",4
"6186","Mn","PZ4 / PDM_0004","Prairie de Mauves",5
"6187","Mn","PZ5 / PDM_0005","Prairie de Mauves",19
"6188","Mn","PZ5 Long / PDM_0086","Prairie de Mauves",4
"6189","Mn","PZ6 / PDM_0006","Prairie de Mauves",10
"6190","Mn","PZ7 / PDM_0007","Prairie de Mauves",19
"6191","Mn","PZ8 / PDM_0008","Prairie de Mauves",6
"6192","Mn","PZ9bis / PDM_0009","Prairie de Mauves",11
"6193","Mn","PZAF / PIN-SEC_0007","BV Pin Sec",2
"6194","Mn","PZCP / PIN-SEC_0004","BV Pin Sec",2
"6195","Mn","PZCS / PIN-SEC_0009","BV Pin Sec",5
"6196","Mn","PZDU / PIN-SEC_0008","BV Pin Sec",2
"6197","Mn","PZGO / PIN-SEC_0010","BV Pin Sec",5
"6198","Mn","PZPS / PIN-SEC_0003","BV Pin Sec",5
"6199","Mn","PZUV / PIN-SEC_0005","BV Pin Sec",2
"6200","Mn","Ruisseau Amont / EcoQUA_002","Écoquartier Bottière-Chesnaie",2
"6201","Mn","Ruisseau Aval / EcoQUA_003","Écoquartier Bottière-Chesnaie",2
"6202","Mn","Toit école / EcoQUA_001","Écoquartier Bottière-Chesnaie",4
"6203","Mn","Toiture Nantes Habitat / EcoQUA_005","Écoquartier Bottière-Chesnaie",2
"6204","Mn","VaB entree / VaB_03","Bassin Ville au Blanc",16
"6205","Mn","VaB milieu / VaB_05","Bassin Ville au Blanc",1
"6206","Mn","VaB sortie / VaB_04","Bassin Ville au Blanc",13
"6207","Mn_CaCl2","Parcelle de Vallet / Autre_LEE_02","Autres sites LEE",28
"6208","Mn_f0.45um","Bassin Agena / AN_008","Agglomération Nantaise",2
"6209","Mn_f0.45um","Bassin Bottière Sud / EcoQUA_013","Écoquartier Bottière-Chesnaie",2
"6210","Mn_f0.45um","Bassin Maison Neuve 2 / AN_009","Agglomération Nantaise",2
"6211","Mn_f0.45um","Bassin Pierre Anne / AN_001","Agglomération Nantaise",2
"6212","Mn_f0.45um","Bassin Scott / AN_007","Agglomération Nantaise",1
"6213","Mn_f0.45um","Bassin ZAC Minais / AN_003","Agglomération Nantaise",2
"6214","Mn_f0.45um","BO3 - entrée / BO3_01","Bassin Chézine BO3",15
"6215","Mn_f0.45um","BO3 - sortie / BO3_03","Bassin Chézine BO3",13
"6216","Mn_f0.45um","Canal / EcoQUA_004","Écoquartier Bottière-Chesnaie",2
"6217","Mn_f0.45um","Debitmetre Pin-Sec_EP / PIN-SEC_0036","BV Pin Sec",33
"6218","Mn_f0.45um","Debitmetre Pin-Sec_EU / PIN-SEC_0037","BV Pin Sec",31
"6219","Mn_f0.45um","EP_3 branches_Sud / PIN-SEC_0040","BV Pin Sec",2
"6220","Mn_f0.45um","EP_3 branches_Total / PIN-SEC_0041","BV Pin Sec",2
"6221","Mn_f0.45um","EP_Lapeby / PIN-SEC_0043","BV Pin Sec",2
"6222","Mn_f0.45um","EP_nappe_Dunant / PIN-SEC_0038","BV Pin Sec",2
"6223","Mn_f0.45um","EP_nappe_Riveterie / PIN-SEC_0039","BV Pin Sec",2
"6224","Mn_f0.45um","EP_Robic / PIN-SEC_0042","BV Pin Sec",2
"6225","Mn_f0.45um","Etang 1 / PDM_0067","Prairie de Mauves",2
"6226","Mn_f0.45um","EU_Immeuble_Than / PIN-SEC_0047","BV Pin Sec",2
"6227","Mn_f0.45um","EU_Lapeby / PIN-SEC_0045","BV Pin Sec",2
"6228","Mn_f0.45um","EU_Maisons_Toul / PIN-SEC_00","BV Pin Sec",2
"6229","Mn_f0.45um","EU_Nancy / PIN-SEC_0048","BV Pin Sec",2
"6230","Mn_f0.45um","EU_Pilotiere / PIN-SEC_0049","BV Pin Sec",2
"6231","Mn_f0.45um","EU_Robic / PIN-SEC_0044","BV Pin Sec",2
"6232","Mn_f0.45um","EU_Than / PIN-SEC_0046","BV Pin Sec",2
"6233","Mn_f0.45um","EU_Toul / PIN-SEC_0050","BV Pin Sec",2
"6234","Mn_f0.45um","F_RTE / PDM_0065","Prairie de Mauves",1
"6235","Mn_f0.45um","La Loire / PDM_0066","Prairie de Mauves",4
"6236","Mn_f0.45um","Noue après déversoir / EcoQUA_006","Écoquartier Bottière-Chesnaie",1
"6237","Mn_f0.45um","Noue Brosse entrée / NB_02","Noue ZAC de la Brosse",1
"6238","Mn_f0.45um","Noue Brosse sortie / NB_01","Noue ZAC de la Brosse",1
"6239","Mn_f0.45um","Noue Vertonne / AN_006","Agglomération Nantaise",1
"6240","Mn_f0.45um","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",9
"6241","Mn_f0.45um","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",10
"6242","Mn_f0.45um","Puits 2 / PDM_0017","Prairie de Mauves",13
"6243","Mn_f0.45um","Puits 4 / PDM_0019","Prairie de Mauves",7
"6244","Mn_f0.45um","Puits 5 / PDM_0020","Prairie de Mauves",7
"6245","Mn_f0.45um","Puits 6 / PDM_0021","Prairie de Mauves",4
"6246","Mn_f0.45um","Puits 7 / PDM_0022","Prairie de Mauves",8
"6247","Mn_f0.45um","PZ1 / PDM_0001","Prairie de Mauves",3
"6248","Mn_f0.45um","PZ11 / PDM_0080","Prairie de Mauves",6
"6249","Mn_f0.45um","PZ16 / PDM_0088","Prairie de Mauves",4
"6250","Mn_f0.45um","PZ2 / PDM_0002","Prairie de Mauves",4
"6251","Mn_f0.45um","PZ4 / PDM_0004","Prairie de Mauves",3
"6252","Mn_f0.45um","PZ5 / PDM_0005","Prairie de Mauves",17
"6253","Mn_f0.45um","PZ5 Long / PDM_0086","Prairie de Mauves",4
"6254","Mn_f0.45um","PZ6 / PDM_0006","Prairie de Mauves",8
"6255","Mn_f0.45um","PZ7 / PDM_0007","Prairie de Mauves",20
"6256","Mn_f0.45um","PZ8 / PDM_0008","Prairie de Mauves",6
"6257","Mn_f0.45um","PZ9bis / PDM_0009","Prairie de Mauves",11
"6258","Mn_f0.45um","PZAF / PIN-SEC_0007","BV Pin Sec",2
"6259","Mn_f0.45um","PZCP / PIN-SEC_0004","BV Pin Sec",2
"6260","Mn_f0.45um","PZCS / PIN-SEC_0009","BV Pin Sec",5
"6261","Mn_f0.45um","PZDU / PIN-SEC_0008","BV Pin Sec",2
"6262","Mn_f0.45um","PZGO / PIN-SEC_0010","BV Pin Sec",5
"6263","Mn_f0.45um","PZPS / PIN-SEC_0003","BV Pin Sec",5
"6264","Mn_f0.45um","PZUV / PIN-SEC_0005","BV Pin Sec",2
"6265","Mn_f0.45um","Ruisseau Amont / EcoQUA_002","Écoquartier Bottière-Chesnaie",2
"6266","Mn_f0.45um","Ruisseau Aval / EcoQUA_003","Écoquartier Bottière-Chesnaie",2
"6267","Mn_f0.45um","Toit école / EcoQUA_001","Écoquartier Bottière-Chesnaie",4
"6268","Mn_f0.45um","Toiture Nantes Habitat / EcoQUA_005","Écoquartier Bottière-Chesnaie",2
"6269","Mn_f0.45um","VaB entree / VaB_03","Bassin Ville au Blanc",16
"6270","Mn_f0.45um","VaB milieu / VaB_05","Bassin Ville au Blanc",1
"6271","Mn_f0.45um","VaB sortie / VaB_04","Bassin Ville au Blanc",13
"6272","Mn_F0.45um","BO3 - entrée / BO3_01","Bassin Chézine BO3",6
"6273","Mn_F0.45um","BO3 - sortie / BO3_03","Bassin Chézine BO3",6
"6274","Mn_F0.45um","Etang 1 / PDM_0067","Prairie de Mauves",2
"6275","Mn_F0.45um","La Loire / PDM_0066","Prairie de Mauves",4
"6276","Mn_F0.45um","Noue Brosse entrée / NB_02","Noue ZAC de la Brosse",1
"6277","Mn_F0.45um","Noue Brosse sortie / NB_01","Noue ZAC de la Brosse",1
"6278","Mn_F0.45um","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",4
"6279","Mn_F0.45um","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",4
"6280","Mn_F0.45um","Puits 2 / PDM_0017","Prairie de Mauves",6
"6281","Mn_F0.45um","Puits 4 / PDM_0019","Prairie de Mauves",6
"6282","Mn_F0.45um","Puits 5 / PDM_0020","Prairie de Mauves",7
"6283","Mn_F0.45um","Puits 7 / PDM_0022","Prairie de Mauves",8
"6284","Mn_F0.45um","PZ1 / PDM_0001","Prairie de Mauves",3
"6285","Mn_F0.45um","PZ2 / PDM_0002","Prairie de Mauves",4
"6286","Mn_F0.45um","PZ4 / PDM_0004","Prairie de Mauves",3
"6287","Mn_F0.45um","PZ5 / PDM_0005","Prairie de Mauves",8
"6288","Mn_F0.45um","PZ6 / PDM_0006","Prairie de Mauves",8
"6289","Mn_F0.45um","PZ7 / PDM_0007","Prairie de Mauves",6
"6290","Mn_F0.45um","PZ8 / PDM_0008","Prairie de Mauves",6
"6291","Mn_F0.45um","VaB entree / VaB_03","Bassin Ville au Blanc",9
"6292","Mn_F0.45um","VaB milieu / VaB_05","Bassin Ville au Blanc",1
"6293","Mn_F0.45um","VaB sortie / VaB_04","Bassin Ville au Blanc",7
"6294","Mn_f3kDa","La Loire / PDM_0066","Prairie de Mauves",2
"6295","Mn_f3kDa","Puits 2 / PDM_0017","Prairie de Mauves",4
"6296","Mn_f3kDa","Puits 4 / PDM_0019","Prairie de Mauves",4
"6297","Mn_f3kDa","Puits 5 / PDM_0020","Prairie de Mauves",5
"6298","Mn_f3kDa","Puits 7 / PDM_0022","Prairie de Mauves",6
"6299","Mn_f3kDa","PZ1 / PDM_0001","Prairie de Mauves",3
"6300","Mn_f3kDa","PZ2 / PDM_0002","Prairie de Mauves",3
"6301","Mn_f3kDa","PZ4 / PDM_0004","Prairie de Mauves",3
"6302","Mn_f3kDa","PZ5 / PDM_0005","Prairie de Mauves",6
"6303","Mn_f3kDa","PZ6 / PDM_0006","Prairie de Mauves",6
"6304","Mn_f3kDa","PZ7 / PDM_0007","Prairie de Mauves",5
"6305","Mn_f3kDa","PZ8 / PDM_0008","Prairie de Mauves",4
"6306","Mn_f8um","Etang 1 / PDM_0067","Prairie de Mauves",2
"6307","Mn_f8um","La Loire / PDM_0066","Prairie de Mauves",4
"6308","Mn_f8um","Puits 2 / PDM_0017","Prairie de Mauves",6
"6309","Mn_f8um","Puits 4 / PDM_0019","Prairie de Mauves",7
"6310","Mn_f8um","Puits 5 / PDM_0020","Prairie de Mauves",7
"6311","Mn_f8um","Puits 7 / PDM_0022","Prairie de Mauves",8
"6312","Mn_f8um","PZ1 / PDM_0001","Prairie de Mauves",3
"6313","Mn_f8um","PZ2 / PDM_0002","Prairie de Mauves",4
"6314","Mn_f8um","PZ4 / PDM_0004","Prairie de Mauves",3
"6315","Mn_f8um","PZ5 / PDM_0005","Prairie de Mauves",9
"6316","Mn_f8um","PZ6 / PDM_0006","Prairie de Mauves",8
"6317","Mn_f8um","PZ7 / PDM_0007","Prairie de Mauves",7
"6318","Mn_f8um","PZ8 / PDM_0008","Prairie de Mauves",6
"6319","Mn_F8um","Etang 1 / PDM_0067","Prairie de Mauves",2
"6320","Mn_F8um","La Loire / PDM_0066","Prairie de Mauves",4
"6321","Mn_F8um","Puits 2 / PDM_0017","Prairie de Mauves",6
"6322","Mn_F8um","Puits 4 / PDM_0019","Prairie de Mauves",6
"6323","Mn_F8um","Puits 5 / PDM_0020","Prairie de Mauves",7
"6324","Mn_F8um","Puits 7 / PDM_0022","Prairie de Mauves",8
"6325","Mn_F8um","PZ1 / PDM_0001","Prairie de Mauves",3
"6326","Mn_F8um","PZ2 / PDM_0002","Prairie de Mauves",4
"6327","Mn_F8um","PZ4 / PDM_0004","Prairie de Mauves",3
"6328","Mn_F8um","PZ5 / PDM_0005","Prairie de Mauves",8
"6329","Mn_F8um","PZ6 / PDM_0006","Prairie de Mauves",8
"6330","Mn_F8um","PZ7 / PDM_0007","Prairie de Mauves",6
"6331","Mn_F8um","PZ8 / PDM_0008","Prairie de Mauves",6
"6332","Mn_sol","Bassin Agena / AN_008","Agglomération Nantaise",6
"6333","Mn_sol","Bassin Baudinière / AN_005","Agglomération Nantaise",6
"6334","Mn_sol","Bassin Bottière Sud / EcoQUA_013","Écoquartier Bottière-Chesnaie",4
"6335","Mn_sol","Bassin Mortier / AN_002","Agglomération Nantaise",6
"6336","Mn_sol","Bassin Pierre Anne / AN_001","Agglomération Nantaise",4
"6337","Mn_sol","Bassin Scott / AN_007","Agglomération Nantaise",10
"6338","Mn_sol","Bassin ZAC Minais / AN_003","Agglomération Nantaise",4
"6339","Mn_sol","BO3 - entrée / BO3_01","Bassin Chézine BO3",4
"6340","Mn_sol","BO3 - milieu / BO3_02","Bassin Chézine BO3",18
"6341","Mn_sol","BO3 - sortie / BO3_03","Bassin Chézine BO3",4
"6342","Mn_sol","BO4 - Bassin d'orage n4 / CHEZ_0010","BV Chézine",4
"6343","Mn_sol","C1 / PDM_0068","Prairie de Mauves",8
"6344","Mn_sol","C2 / PDM_0069","Prairie de Mauves",6
"6345","Mn_sol","C3 / PDM_0070","Prairie de Mauves",7
"6346","Mn_sol","F1 / PDM_0076","Prairie de Mauves",2
"6347","Mn_sol","F4 / PDM_0077","Prairie de Mauves",3
"6348","Mn_sol","F5 / PDM_0078","Prairie de Mauves",2
"6349","Mn_sol","F7 / PDM_0079","Prairie de Mauves",3
"6350","Mn_sol","Jardin Chaupières / JARD_CHAU","Agglomération Nantaise",11
"6351","Mn_sol","Noue Brosse entrée / NB_02","Noue ZAC de la Brosse",3
"6352","Mn_sol","Noue Brosse milieu / NB_03","Noue ZAC de la Brosse",7
"6353","Mn_sol","Noue Brosse sortie / NB_01","Noue ZAC de la Brosse",4
"6354","Mn_sol","Noue Chateau d'Aux / AN_004","Agglomération Nantaise",6
"6355","Mn_sol","Noue Vertonne / AN_006","Agglomération Nantaise",6
"6356","Mn_sol","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",2
"6357","Mn_sol","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",10
"6358","Mn_sol","Noue_Dumont_Milieu / EcoQUA_017","Écoquartier Bottière-Chesnaie",2
"6359","Mn_sol","Parcelle de Vallet / Autre_LEE_02","Autres sites LEE",14
"6360","Mn_sol","Puits 2 / PDM_0017","Prairie de Mauves",2
"6361","Mn_sol","PZ5 / PDM_0005","Prairie de Mauves",2
"6362","Mn_sol","PZ7 / PDM_0007","Prairie de Mauves",2
"6363","Mn_sol","PZ9bis / PDM_0009","Prairie de Mauves",2
"6364","Mn_sol","T1 / PDM_0071","Prairie de Mauves",3
"6365","Mn_sol","T2 / PDM_0072","Prairie de Mauves",3
"6366","Mn_sol","T3 / PDM_0073","Prairie de Mauves",4
"6367","Mn_sol","T4 / PDM_0074","Prairie de Mauves",4
"6368","Mn_sol","VaB entree / VaB_03","Bassin Ville au Blanc",5
"6369","Mn_sol","VaB milieu / VaB_05","Bassin Ville au Blanc",3
"6370","Mn_sol","VaB sortie / VaB_04","Bassin Ville au Blanc",5
"6371","Mo","Bassin Agena / AN_008","Agglomération Nantaise",2
"6372","Mo","Bassin Bottière Sud / EcoQUA_013","Écoquartier Bottière-Chesnaie",2
"6373","Mo","Bassin Maison Neuve 2 / AN_009","Agglomération Nantaise",2
"6374","Mo","Bassin Pierre Anne / AN_001","Agglomération Nantaise",2
"6375","Mo","Bassin ZAC Minais / AN_003","Agglomération Nantaise",2
"6376","Mo","BO3 - entrée / BO3_01","Bassin Chézine BO3",16
"6377","Mo","BO3 - sortie / BO3_03","Bassin Chézine BO3",13
"6378","Mo","Canal / EcoQUA_004","Écoquartier Bottière-Chesnaie",2
"6379","Mo","Etang 1 / PDM_0067","Prairie de Mauves",2
"6380","Mo","F_RTE / PDM_0065","Prairie de Mauves",1
"6381","Mo","La Loire / PDM_0066","Prairie de Mauves",4
"6382","Mo","Noue après déversoir / EcoQUA_006","Écoquartier Bottière-Chesnaie",1
"6383","Mo","Noue Brosse entrée / NB_02","Noue ZAC de la Brosse",1
"6384","Mo","Noue Brosse sortie / NB_01","Noue ZAC de la Brosse",1
"6385","Mo","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",9
"6386","Mo","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",10
"6387","Mo","Puits 2 / PDM_0017","Prairie de Mauves",7
"6388","Mo","Puits 4 / PDM_0019","Prairie de Mauves",7
"6389","Mo","Puits 5 / PDM_0020","Prairie de Mauves",7
"6390","Mo","Puits 6 / PDM_0021","Prairie de Mauves",4
"6391","Mo","Puits 7 / PDM_0022","Prairie de Mauves",8
"6392","Mo","PZ1 / PDM_0001","Prairie de Mauves",5
"6393","Mo","PZ16 / PDM_0088","Prairie de Mauves",4
"6394","Mo","PZ2 / PDM_0002","Prairie de Mauves",2
"6395","Mo","PZ4 / PDM_0004","Prairie de Mauves",5
"6396","Mo","PZ5 / PDM_0005","Prairie de Mauves",8
"6397","Mo","PZ5 Long / PDM_0086","Prairie de Mauves",4
"6398","Mo","PZ6 / PDM_0006","Prairie de Mauves",8
"6399","Mo","PZ7 / PDM_0007","Prairie de Mauves",8
"6400","Mo","PZ8 / PDM_0008","Prairie de Mauves",4
"6401","Mo","PZ9bis / PDM_0009","Prairie de Mauves",4
"6402","Mo","Ruisseau Amont / EcoQUA_002","Écoquartier Bottière-Chesnaie",2
"6403","Mo","Ruisseau Aval / EcoQUA_003","Écoquartier Bottière-Chesnaie",2
"6404","Mo","Toit école / EcoQUA_001","Écoquartier Bottière-Chesnaie",4
"6405","Mo","Toiture Nantes Habitat / EcoQUA_005","Écoquartier Bottière-Chesnaie",2
"6406","Mo","VaB entree / VaB_03","Bassin Ville au Blanc",15
"6407","Mo","VaB milieu / VaB_05","Bassin Ville au Blanc",1
"6408","Mo","VaB sortie / VaB_04","Bassin Ville au Blanc",13
"6409","Mo_CaCl2","Parcelle de Vallet / Autre_LEE_02","Autres sites LEE",28
"6410","Mo_f0.45um","Bassin Agena / AN_008","Agglomération Nantaise",2
"6411","Mo_f0.45um","Bassin Bottière Sud / EcoQUA_013","Écoquartier Bottière-Chesnaie",2
"6412","Mo_f0.45um","Bassin Maison Neuve 2 / AN_009","Agglomération Nantaise",2
"6413","Mo_f0.45um","Bassin Pierre Anne / AN_001","Agglomération Nantaise",2
"6414","Mo_f0.45um","Bassin ZAC Minais / AN_003","Agglomération Nantaise",2
"6415","Mo_f0.45um","BO3 - entrée / BO3_01","Bassin Chézine BO3",15
"6416","Mo_f0.45um","BO3 - sortie / BO3_03","Bassin Chézine BO3",13
"6417","Mo_f0.45um","Canal / EcoQUA_004","Écoquartier Bottière-Chesnaie",2
"6418","Mo_f0.45um","Etang 1 / PDM_0067","Prairie de Mauves",2
"6419","Mo_f0.45um","F_RTE / PDM_0065","Prairie de Mauves",1
"6420","Mo_f0.45um","La Loire / PDM_0066","Prairie de Mauves",3
"6421","Mo_f0.45um","Noue après déversoir / EcoQUA_006","Écoquartier Bottière-Chesnaie",1
"6422","Mo_f0.45um","Noue Brosse entrée / NB_02","Noue ZAC de la Brosse",1
"6423","Mo_f0.45um","Noue Brosse sortie / NB_01","Noue ZAC de la Brosse",1
"6424","Mo_f0.45um","Noue_Dumont_Amont / EcoQUA_015","Écoquartier Bottière-Chesnaie",9
"6425","Mo_f0.45um","Noue_Dumont_Aval / EcoQUA_010","Écoquartier Bottière-Chesnaie",10
"6426","Mo_f0.45um","Puits 2 / PDM_0017","Prairie de Mauves",5
"6427","Mo_f0.45um","Puits 4 / PDM_0019","Prairie de Mauves",5
"6428","Mo_f0.45um","Puits 5 / PDM_0020","Prairie de Mauves",5
"6429","Mo_f0.45um","Puits 6 / PDM_0021","Prairie de Mauves",4
"6430","Mo_f0.45um","Puits 7 / PDM_0022","Prairie de Mauves",6
"6431","Mo_f0.45um","PZ1 / PDM_0001","Prairie de Mauves",3
"6432","Mo_f0.45um","PZ16 / PDM_0088","Prairie de Mauves",4
"6433","Mo_f0.45um","PZ2 / PDM_0002","Prairie de Mauves",2
"6434","Mo_f0.45um","PZ4 / PDM_0004","Prairie de Mauves",3
"6435","Mo_f0.45um","PZ5 / PDM_0005","Prairie de Mauves",6
"6436","Mo_f0.45um","PZ5 Long / PDM_0086","Prairie de Mauves",4
"6437","Mo_f0.45um","PZ6 / PDM_0006","Prairie de Mauves",6
"6438","Mo_f0.45um","PZ7 / PDM_0007","Prairie de Mauves",8
"6439","Mo_f0.45um","PZ8 / PDM_0008","Prairie de Mauves",4
"6440","Mo_f0.45um","PZ9bis / PDM_0009","Prairie de Mauves",4
"6441","Mo_f0.45um","Ruisseau Amont / EcoQUA_002","Écoquartier Bottière-Chesnaie",2
